Position	Class	Dnase	H3k27ac	H3k27me3	H3k36me3	H3k4me1	H3k4me1_H3K4me3	H3k4me3	P300	TATA	LDTFs_SDTFs_CRFs	TFBS_conservation	All_TFBS_motifs	Conservation	CpGIsland	tss_Dist	GC
chr11_61424268_61424398	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00693	0	1093	0.5461
chr1_161708876_161709006	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00318	0	10541	0.5692
chr11_63390771_63390892	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00454	0	6415	0.4628
chr11_64216200_64216327	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00103	0	218	0.6535
chr11_64350912_64351033	1	0	0	0	0	0	0	0	0	0	0	1000	1	0.24819	0	7079	0.6611
chr11_65121232_65121362	1	0	0	0	0	0	0	0	0	0	0	873	0	0.01327	0	875	0.5538
chr11_65125532_65125662	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0057	0	3294	0.5769
chr11_65956148_65956276	1	0	0	0	0	0	0	0	0	0	1	0	1	0.02758	0	31482	0.4531
chr11_6676812_6676939	1	0	0	0	0	0	0	0	0	0	0	911	0	0.61428	1.38	146	0.8188
chr11_68924800_68924926	1	0	0	0	0	0	0	0	0	0	1	976	1	0.75725	0.87	1422	0.7222
chr11_69458437_69458560	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00333	0.82	0	0.7642
chr11_72336884_72337009	1	0	0	0	0	0	0	0	0	0	0	948	0	0.82042	0	16446	0.584
chr11_72913096_72913226	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00531	0	13732	0.6076
chr1_174784304_174784433	1	0	0	0	0	0	0	0	0	0	0	0	1	0.03542	0	15234	0.4341
chr1_176665281_176665411	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01468	0	95169	0.5384
chr11_77890857_77890987	1	0	0	0	0	0	0	0	0	0	0	0	1	0.07785	0	3508	0.5692
chr11_78157376_78157506	1	0	0	0	0	0	0	0	0	0	1	0	1	0.03049	0	16493	0.4615
chr1_17895755_17895885	1	0	0	0	0	0	0	0	0	0	1	0	1	0.14095	0	11162	0.5461
chr11_8103317_8103446	1	0	0	0	0	0	0	0	0	0	0	0	0	0.14797	0	408	0.6744
chr1_181110078_181110201	1	0	0	0	0	0	0	0	0	0	0	0	0	0.04508	0	33418	0.5284
chr1_186023252_186023382	1	0	0	0	0	0	0	0	0	0	1	881	1	0.00064	0	90312	0.4307
chr11_86270343_86270473	1	0	0	0	0	0	0	0	0	0	1	908	1	0.0011	0	389	0.4846
chr1_200994786_200994916	1	0	0	0	0	0	0	0	0	0	0	0	0	0.45118	0	1697	0.5692
chr1_201504336_201504466	1	0	0	0	0	0	0	0	0	0	0	990	1	0.35555	0	16505	0.4461
chr1_202159729_202159859	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00502	0	3169	0.5384
chr1_203258835_203258965	1	0	0	0	0	0	0	0	0	0	1	890	1	0.00434	0	1937	0.5692
chr1_205257397_205257527	1	0	0	0	0	0	0	0	0	0	1	855	1	0.04039	0	31038	0.5692
chr1_206490635_206490765	1	0	0	0	0	0	0	0	0	0	0	918	0	0.85095	0	64189	0.3769
chr1_206644434_206644564	1	0	0	0	0	0	0	0	0	0	1	955	1	0.481	0	593	0.5769
chr1_209820631_209820761	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00142	0	3918	0.5153
chr12_109220689_109220819	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0381	0	508	0.4461
chr12_109491445_109491575	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00376	0	182	0.5384
chr12_111736987_111737114	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0	64402	0.6141
chr12_112780521_112780651	1	0	0	0	0	0	0	0	0	0	0	0	1	0.15899	0	39245	0.3692
chr12_113699772_113699902	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00455	0	1665	0.4461
chr12_116559277_116559400	1	0	0	0	0	0	0	0	0	0	0	0	1	0.5734	0	59700	0.3821
chr12_116819456_116819580	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00227	0	12887	0.5483
chr1_211872169_211872291	1	0	0	0	0	0	0	0	0	0	0	890	1	0.00631	0	12305	0.5409
chr12_122833209_122833332	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00117	0	4617	0.4471
chr1_213089022_213089149	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00184	0	32271	0.496
chr12_14409195_14409324	1	0	0	0	0	0	0	0	0	0	1	794	1	0.15418	0	39671	0.4263
chr12_14925000_14925130	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05619	0	934	0.3846
chr1_218633344_218633474	1	0	0	0	0	0	0	0	0	0	1	941	1	0.34298	0	25876	0.4615
chr12_19208661_19208786	1	0	0	0	0	0	0	0	0	0	0	966	1	0.3749	0	73861	0.432
chr12_21927620_21927748	1	0	0	0	0	0	0	0	0	0	0	0	0	0.20288	0	7	0.5078
chr1_224060924_224061054	1	0	0	0	0	0	0	0	0	0	1	868	1	0.01064	0	27249	0.4384
chr1_228247417_228247547	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	22813	0.7
chr12_29469838_29469968	1	0	0	0	0	0	0	0	0	0	0	785	0	0.43348	0	813	0.523
chr1_233779200_233779327	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00225	0	6930	0.4409
chr1_235107040_235107170	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00283	0	1230	0.5307
chr12_39538933_39539063	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00156	0.89	52256	0.6692
chr12_42779310_42779440	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00348	0	1334	0.3769
chr12_4378267_4378389	1	0	0	0	0	0	0	0	0	0	0	912	1	0.21781	0.78	4548	0.5409
chr12_51464000_51464124	1	0	0	0	0	0	0	0	0	0	0	0	1	0.1767	0	6494	0.4758
chr12_52115671_52115800	1	0	0	0	0	0	0	0	0	0	0	972	0	0.56764	1.14	35464	0.5581
chr12_54422072_54422200	1	0	0	0	0	0	0	0	0	0	1	943	1	0.99998	0	0	0.4687
chr12_55413640_55413762	1	0	0	0	0	0	0	0	0	0	0	0	1	0.3803	0	0	0.5655
chr12_63351069_63351199	1	0	0	0	0	0	0	0	0	0	1	912	1	0.33119	0	22251	0.423
chr1_26486259_26486389	1	0	0	0	0	0	0	0	0	0	1	850	1	0.32344	0	748	0.5846
chr12_7063106_7063236	1	0	0	0	0	0	0	0	0	0	0	935	1	0.94219	0	2502	0.5307
chr12_89727749_89727879	1	0	0	0	0	0	0	0	0	0	1	0	1	0.14726	0	17069	0.4923
chr12_92037696_92037823	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0087	0	36084	0.4488
chr12_92379284_92379414	1	0	0	0	0	0	0	0	0	0	0	905	0	0.95073	0	7891	0.4615
chr13_113367992_113368122	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01341	0	10391	0.4384
chr13_22150773_22150903	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0604	0	26947	0.4769
chr13_24734054_24734182	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00798	0	678	0.4843
chr13_27268041_27268171	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00371	0	51958	0.6
chr13_30169887_30170017	1	0	0	0	0	0	0	0	0	0	0	933	1	0.24438	1.01	61	0.823
chr13_42325499_42325628	1	0	0	0	0	0	0	0	0	0	1	0	1	0.09798	0	55243	0.4651
chr13_42340089_42340217	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00244	0	69833	0.5234
chr1_34368181_34368310	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00991	0	27114	0.4883
chr13_44717467_44717597	1	0	0	0	0	0	0	0	0	0	0	1000	1	0.29583	0	131	0.4615
chr13_45548343_45548468	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01397	0	15150	0.448
chr13_49160883_49161013	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00238	0	8658	0.4923
chr13_50589556_50589686	1	0	0	0	0	0	0	0	0	0	0	839	0	0.46318	0	166	0.4307
chr13_53002592_53002715	1	0	0	0	0	0	0	0	0	0	1	924	1	0.7335	0	787	0.4065
chr1_38411994_38412119	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00326	0	0	0.64
chr1_39052630_39052758	1	0	0	0	0	0	0	0	0	0	0	862	1	0.01618	0	111762	0.5312
chr13_98875229_98875359	1	0	0	0	0	0	0	0	0	0	0	0	1	0.01005	0	10544	0.523
chr1_39956595_39956725	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	1.01	592	0.7307
chr1_40156832_40156962	1	0	0	0	0	0	0	0	0	0	0	804	1	0.16042	0.67	399	0.6692
chr14_101339132_101339262	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00249	0	11768	0.5307
chr14_21492859_21492989	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00392	0.71	0	0.7076
chr14_23643567_23643692	1	0	0	0	0	0	0	0	0	0	0	967	1	0.23838	0	9157	0.464
chr14_23871627_23871757	1	0	0	0	0	0	0	0	0	0	0	825	1	0.61763	0	5044	0.6461
chr14_35727787_35727917	1	0	0	0	0	0	0	0	0	0	1	0	1	0.09289	0	19921	0.523
chr14_36347826_36347947	1	0	0	0	0	0	0	0	0	0	0	0	1	0.01427	0	4763	0.5123
chr1_44513077_44513200	1	0	0	0	0	0	0	0	0	0	0	0	1	0.04662	0	848	0.5365
chr1_45195045_45195168	1	0	0	0	0	0	0	0	0	0	0	0	1	0.10948	0	4866	0.4959
chr14_53019672_53019800	1	0	0	0	0	0	0	0	0	0	0	937	1	0.46938	0.9	65	0.7187
chr14_55143702_55143830	1	0	0	0	0	0	0	0	0	0	1	0	1	0.013	0	10884	0.4609
chr14_65292329_65292459	1	0	0	0	0	0	0	0	0	0	0	837	1	0.61754	0	2462	0.5615
chr14_73934643_73934773	1	0	0	0	0	0	0	0	0	0	1	926	1	0.14112	0	4294	0.5
chr14_77181504_77181634	1	0	0	0	0	0	0	0	0	0	1	0	1	0.20088	0	11421	0.5076
chr14_78060054_78060184	1	0	0	0	0	0	0	0	0	0	1	0	1	0.16918	0	3510	0.3923
chr14_78785896_78786020	1	0	0	0	0	0	0	0	0	0	0	796	0	0.00486	0	36176	0.5322
chr14_88461473_88461603	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00968	0	1463	0.423
chr14_94576874_94577000	1	0	0	0	0	0	0	0	0	1	1	0	1	0.01066	0	78	0.3968
chr15_100775324_100775454	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00257	0	26256	0.5153
chr15_24921335_24921465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	794	0.6307
chr1_52703252_52703382	1	0	0	0	0	0	0	0	0	0	0	1000	0	0.80798	0	21200	0.4615
chr1_53392600_53392730	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00242	0	121	0.5153
chr15_40719273_40719400	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	11928	0.5669
chr15_41154422_41154552	1	0	0	0	0	0	0	0	0	0	0	895	1	0.11423	0	6423	0.5615
chr1_54575506_54575636	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00868	0	5538	0.4923
chr15_55583017_55583147	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01988	0	1005	0.5076
chr15_74073600_74073721	1	0	0	0	0	0	0	0	0	0	0	716	1	0.00586	0	13045	0.5619
chr15_78933824_78933949	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	236	0.536
chr15_85519384_85519514	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01335	0	4156	0.5769
chr15_90198742_90198872	1	0	0	0	0	0	0	0	0	0	0	928	1	0.20096	0.84	59	0.7846
chr15_96259258_96259388	1	0	0	0	0	0	0	0	0	0	0	976	1	0.999	0	222258	0.4846
chr16_12049715_12049845	1	0	0	0	0	0	0	0	0	0	0	0	1	0.17254	0	9118	0.5461
chr16_19829333_19829463	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00498	0	39905	0.5153
chr16_29143903_29144024	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05125	0	6957	0.6611
chr16_29271400_29271522	1	0	0	0	0	0	0	0	0	0	0	0	0	0.01142	0	4278	0.6639
chr16_29910824_29910954	1	0	0	0	0	0	0	0	0	0	0	1000	1	0.9402	0	0	0.6461
chr16_32007835_32007965	1	0	0	0	0	0	0	0	0	0	1	0	1	0.13902	0	55345	0.523
chr16_56965235_56965365	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00057	0	594	0.523
chr16_57850315_57850445	1	0	0	0	0	0	0	0	0	0	0	0	0	0.15312	0	2631	0.6153
chr1_662668_662798	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0303	0	2737	0.6923
chr16_68413450_68413579	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0075	0	7288	0.5968
chr16_70125114_70125244	1	0	0	0	0	0	0	0	0	0	0	0	0	0.34705	0	22284	0.4307
chr16_85344590_85344720	1	0	0	0	0	0	0	0	0	0	1	0	1	0.03942	0	28026	0.5769
chr16_85575336_85575466	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00203	0	41711	0.5923
chr16_86962367_86962492	1	0	0	0	0	0	0	0	0	0	0	950	0	0.09364	0	128897	0.52
chr16_87594079_87594200	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0015	0	41240	0.6446
chr16_88349380_88349510	1	0	0	0	0	0	0	0	0	0	1	0	1	0.02402	0	80989	0.6923
chr17_14235114_14235244	1	0	0	0	0	0	0	0	0	0	1	810	1	0.35568	0	4462	0.4692
chr17_16395659_16395789	1	0	0	0	0	0	0	0	0	0	0	0	0	0.02401	1.15	191	0.7769
chr17_27207335_27207465	1	0	0	0	0	0	0	0	0	0	0	887	0	0.4096	0	2212	0.5384
chr17_27947400_27947530	1	0	0	0	0	0	0	0	0	0	1	935	1	0.67615	0	909	0.5461
chr17_28580500_28580629	1	0	0	0	0	0	0	0	0	0	0	0	1	0.32966	0	3198	0.5193
chr17_32295759_32295887	1	0	0	0	0	0	0	0	0	0	1	0	1	0.1069	0	7662	0.5078
chr17_46806075_46806204	1	0	0	0	0	0	0	0	0	0	0	966	0	0.85047	0.7	336	0.5736
chr17_48046000_48046128	1	0	0	0	0	0	0	0	0	0	0	895	1	0.72367	0.72	205	0.7734
chr17_55190535_55190665	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00085	0	14737	0.6
chr17_60162096_60162218	1	0	0	0	0	0	0	0	0	0	0	0	1	0.008	0	19452	0.4754
chr17_60749189_60749319	1	0	0	0	0	0	0	0	0	0	0	848	0	0.17825	0	8672	0.6384
chr17_61959335_61959465	1	0	0	0	0	0	0	0	0	0	0	946	1	0.2534	0	39	0.5076
chr1_7669080_7669210	1	0	0	0	0	0	0	0	0	0	1	0	1	0.02129	0	85694	0.6538
chr17_67890354_67890484	1	0	0	0	0	0	0	0	0	0	1	885	1	0.04299	0	67363	0.4692
chr17_7348462_7348592	1	0	0	0	0	0	0	0	0	0	0	910	0	0.26337	0.68	35	0.7076
chr17_74487856_74487986	1	0	0	0	0	0	0	0	0	0	1	873	1	0.00089	0	1250	0.5923
chr17_79218476_79218600	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00028	0	2835	0.5887
chr17_79428059_79428189	1	0	0	0	0	0	0	0	0	0	0	866	0	0.63864	0.69	774	0.6769
chr17_80188265_80188395	1	0	0	0	0	0	0	0	0	0	0	0	0	0.10725	0.65	1296	0.6307
chr18_10530935_10531065	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00115	0	4526	0.423
chr18_3282676_3282800	1	0	0	0	0	0	0	0	0	0	0	0	0	0.20229	0	1342	0.4112
chr18_32990022_32990152	1	0	0	0	0	0	0	0	0	0	1	0	1	0.04315	0	32720	0.5
chr18_33176563_33176693	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05076	0	698	0.4307
chr1_8671859_8671989	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0087	0	20958	0.5076
chr18_77198335_77198465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	9804	0.6615
chr18_8142244_8142374	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00044	0	12181	0.4692
chr18_8623831_8623961	1	0	0	0	0	0	0	0	0	0	0	952	0	0.14838	0	8895	0.5384
chr19_1098444_1098574	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00808	0	2845	0.6307
chr19_11752218_11752348	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00354	0	1627	0.4923
chr19_14172203_14172333	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00672	0	2231	0.5076
chr19_16941635_16941765	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01965	0	1417	0.4846
chr19_17650679_17650800	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00101	0.78	161	0.7024
chr1_92030478_92030600	1	0	0	0	0	0	0	0	0	0	1	878	1	0.72755	0	51794	0.459
chr1_92035440_92035562	1	0	0	0	0	0	0	0	0	0	1	0	1	0.03455	0	56756	0.5655
chr19_33592253_33592383	1	0	0	0	0	0	0	0	0	0	0	0	1	0.06096	0	8399	0.3461
chr19_33624624_33624754	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00237	0	1624	0.6461
chr19_34013165_34013295	1	0	0	0	0	0	0	0	0	0	0	0	1	0.03245	0	464	0.5846
chr19_34311502_34311632	1	0	0	0	0	0	0	0	0	0	0	935	0	0.4258	0.62	6786	0.6846
chr19_3434429_3434559	1	0	0	0	0	0	0	0	0	0	0	911	0	0.02432	0	484	0.523
chr1_93456537_93456667	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01233	0	29479	0.4538
chr19_35559377_35559498	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01604	0	9330	0.4628
chr1_93625006_93625136	1	0	0	0	0	0	0	0	0	0	1	0	1	0.03874	0	3631	0.3538
chr19_4084211_4084341	1	0	0	0	0	0	0	0	0	0	0	0	1	0.20927	0	15729	0.6923
chr19_4229346_4229476	1	0	0	0	0	0	0	0	0	0	1	931	1	0.01197	0	18	0.6692
chr19_46032052_46032179	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	3000	0.6377
chr19_48035435_48035565	1	0	0	0	0	0	0	0	0	0	0	857	1	0.51323	0	8661	0.5076
chr19_49935480_49935610	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0	3827	0.6615
chr19_55582625_55582755	1	0	0	0	0	0	0	0	0	0	0	0	1	0.35458	0	0	0.5769
chr19_55720846_55720974	1	0	0	0	0	0	0	0	0	0	0	937	0	0.22335	0	0	0.5937
chr19_55881349_55881479	1	0	0	0	0	0	0	0	0	0	1	0	1	0.17534	0	262	0.7307
chr19_58175779_58175909	1	0	0	0	0	0	0	0	0	0	0	0	0	0.04491	0.93	4393	0.7769
chr20_22383355_22383485	1	0	0	0	0	0	0	0	0	0	1	976	1	0.76645	0	17796	0.4538
chr20_23066943_23067073	1	0	0	0	0	0	0	0	0	0	0	943	1	0.71814	0	0	0.5384
chr20_36531778_36531908	1	0	0	0	0	0	0	0	0	0	0	1000	0	0.97937	0.94	234	0.7461
chr20_4116356_4116486	1	0	0	0	0	0	0	0	0	0	1	954	1	0.83396	0	12939	0.5538
chr20_43180816_43180946	1	0	0	0	0	0	0	0	0	0	1	0	1	0.02669	0	11895	0.4307
chr20_44002329_44002459	1	0	0	0	0	0	0	0	0	0	0	851	1	0.06962	0	4574	0.6538
chr20_45197433_45197563	1	0	0	0	0	0	0	0	0	0	0	775	1	0.09873	0	18219	0.6461
chr20_49500292_49500422	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	20431	0.5769
chr20_5150924_5151054	1	0	0	0	0	0	0	0	0	0	0	0	0	0.02832	0	5693	0.5769
chr20_52660792_52660922	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00229	0	26108	0.4461
chr20_62849040_62849169	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00393	0	37924	0.6201
chr2_105678753_105678883	1	0	0	0	0	0	0	0	0	0	0	0	1	0.01343	0	23798	0.4615
chr2_112400480_112400610	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00452	0	35062	0.4538
chr2_112460056_112460178	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00049	0	94638	0.6065
chr2_112777148_112777274	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00351	0	22201	0.5238
chr2_113925061_113925184	1	0	0	0	0	0	0	0	0	0	1	0	1	0.01135	0	6363	0.5853
chr2_114008695_114008822	1	0	0	0	0	0	0	0	0	0	0	897	0	0.63683	0	352	0.5118
chr21_15950576_15950706	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00322	0	3816	0.5153
chr21_16138349_16138473	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00185	0	2937	0.4758
chr2_120348525_120348655	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00499	0	4257	0.4
chr2_12466108_12466238	1	0	0	0	0	0	0	0	0	0	0	0	1	0.14498	0	11665	0.5538
chr21_26934301_26934431	1	0	0	0	0	0	0	0	0	0	0	0	0	0.87293	0.99	80	0.4923
chr2_131089815_131089945	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0051	0	9763	0.5769
chr2_132177272_132177400	1	0	0	0	0	0	0	0	0	0	0	0	1	0.39463	0	16798	0.4765
chr2_134959259_134959385	1	0	0	0	0	0	0	0	0	0	0	0	1	0.42298	0	51289	0.5793
chr2_145310939_145311069	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00722	0	12932	0.3923
chr2_145440709_145440835	1	0	0	0	0	0	0	0	0	0	0	999	1	0.93902	0	6917	0.4285
chr21_46669076_46669200	1	0	0	0	0	0	0	0	0	0	0	0	1	0.01626	0	14809	0.4919
chr21_46777535_46777665	1	0	0	0	0	0	0	0	0	0	0	0	0	0.14412	0	15629	0.5384
chr2_148540289_148540419	1	0	0	0	0	0	0	0	0	0	1	936	1	0.59277	0	61666	0.4538
chr2_157189501_157189630	1	0	0	0	0	0	0	0	0	0	0	964	1	0.18729	0.78	268	0.6976
chr2_158999521_158999645	1	0	0	0	0	0	0	0	0	0	1	0	1	0.0182	0	15052	0.4919
