Position	Class	Dnase	H3k27ac	H3k27me3	H3k36me3	H3k4me1	H3k4me1_H3K4me3	H3k4me3	P300	TATA	LDTFs_SDTFs_CRFs	TFBS_conservation	All_TFBS_motifs	Conservation	CpGIsland	tss_Dist	GC
chr11_5385527_5385657	1	10	4.78983	0	0	7.73856	0.70	0	0	0	1	0	1	0.00268	0	12789	0.4230
chr1_153955073_153955200	1	0	0	0	0	0	0	0	0	0	0	0	0	0.07806	0	2638	0.5039
chr1_154976400_154976529	1	90	58.13306	0	0	0	0.14	25.48858	0	0	0	949	1	0.99847	0.63	1079	0.6976
chr1_155854240_155854370	1	44	0	0	0	3.31072	0.49	3.47101	0	0	0	730	0	0.70662	0	24893	0.4846
chr1_160406895_160407025	1	22	0	0	0	4.99289	0	0	0	0	0	0	1	0.00464	0	17612	0.4615
chr11_61424268_61424398	1	28	0	0	0	0	0	0	0	0	1	0	1	0.00693	0	1093	0.5461
chr1_161708876_161709006	1	0	3.59675	0	0	4.85217	0	0	0	0	1	0	1	0.00318	0	10541	0.5692
chr11_63390771_63390892	1	12	0	0	0	2.25689	0	0	0	0	0	0	1	0.00454	0	6415	0.4628
chr11_64216200_64216327	1	0	0	0	0	0	0	0	0	0	0	0	1	0.00103	0	218	0.6535
chr11_64350912_64351033	1	20	0	0	0	3.99003	0	0	0	0	0	1000	1	0.24819	0	7079	0.6611
chr11_65121232_65121362	1	0	0	0	0	4.31379	0.24	0	0	0	0	873	0	0.01327	0	875	0.5538
chr11_65125532_65125662	1	24	0	0	0	4.35459	0.53	3.91720	0	0	0	0	1	0.00570	0	3294	0.5769
chr11_65956148_65956276	1	14	0	0	0	0	0	0	0	0	1	0	1	0.02758	0	31482	0.4531
chr11_6676812_6676939	1	0	0	0	0	0	0	0	0	0	0	911	0	0.61428	1.38	146	0.8188
chr11_68924800_68924926	1	23	0	0	0	0	0	0	0	0	1	976	1	0.75725	0.87	1422	0.7222
chr11_69458437_69458560	1	24	0	0	0	0	0	5.25850	0	0	0	0	1	0.00333	0.82	0	0.7642
chr11_72336884_72337009	1	0	0	0	0	5.58984	0	0	0	0	0	948	0	0.82042	0	16446	0.584
chr11_72913096_72913226	1	13	0	0	0	6.50554	0	0	0	0	0	0	1	0.00531	0	13732	0.6076
chr1_174784304_174784433	1	22	0	0	0	0	0	0	0	0	0	0	1	0.03542	0	15234	0.4341
chr1_176665281_176665411	1	17	0	0	0	0	0	0	0	0	1	0	1	0.01468	0	95169	0.5384
chr11_77890857_77890987	1	11	0	0	0	3.67816	0	0	0	0	0	0	1	0.07785	0	3508	0.5692
chr11_78157376_78157506	1	21	0	0	0	5.28304	0	0	0	0	1	0	1	0.03049	0	16493	0.4615
chr1_17895755_17895885	1	64	0	0	0	5.90646	0	0	0	0	1	0	1	0.14095	0	11162	0.5461
chr11_8103317_8103446	1	0	0	0	0	0	0	0	0	0	0	0	0	0.14797	0	408	0.6744
chr1_181110078_181110201	1	0	4.05810	0	0	13.71574	0.74	0	0	0	0	0	0	0.04508	0	33418	0.5284
chr1_186023252_186023382	1	17	0	0	0	0	0	0	0	0	1	881	1	0.00064	0	90312	0.4307
chr11_86270343_86270473	1	8	0	0	0	0	0	0	0	0	1	908	1	0.00110	0	389	0.4846
chr1_200994786_200994916	1	39	0	0	0	7.98074	0	0	0	0	0	0	0	0.45118	0	1697	0.5692
chr1_201504336_201504466	1	23	0	0	0	3.46883	0	0	0	0	0	990	1	0.35555	0	16505	0.4461
chr1_202159729_202159859	1	0	0	0	0	6.14718	0	0	0	0	0	0	0	0.00502	0	3169	0.5384
chr1_203258835_203258965	1	162	7.46724	0	0	9.66171	0	0	0	0	1	890	1	0.00434	0	1937	0.5692
chr1_205257397_205257527	1	73	0	0	0	7.41819	0	0	0	0	1	855	1	0.04039	0	31038	0.5692
chr1_206490635_206490765	1	0	0	0	0	0	0	0	0	0	0	918	0	0.85095	0	64189	0.3769
chr1_206644434_206644564	1	26	0	0	0	0	0.45	5.85687	0	0	1	955	1	0.48100	0	593	0.5769
chr1_209820631_209820761	1	34	10.84441	0	0	13.14288	0.80	0	0	0	0	0	1	0.00142	0	3918	0.5153
chr12_109220689_109220819	1	7	0	0	0	6.55754	0	0	0	0	1	0	1	0.03810	0	508	0.4461
chr12_109491445_109491575	1	11	12.76576	0	0	5.16834	0.16	28.11979	0	0	0	0	1	0.00376	0	182	0.5384
chr12_111736987_111737114	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0	64402	0.6141
chr12_112780521_112780651	1	13	0	0	0	6.71057	0	0	0	0	0	0	1	0.15899	0	39245	0.3692
chr12_113699772_113699902	1	5	0	0	0	4.69085	0.49	4.84305	0	0	1	0	1	0.00455	0	1665	0.4461
chr12_116559277_116559400	1	9	0	0	0	3.36628	0.45	4.04024	0	0	0	0	1	0.57340	0	59700	0.3821
chr12_116819456_116819580	1	0	0	0	0	4.50739	0	0	0	0	0	0	0	0.00227	0	12887	0.5483
chr1_211872169_211872291	1	0	0	0	0	0	0	0	0	0	0	890	1	0.00631	0	12305	0.5409
chr12_122833209_122833332	1	9	0	0	0	6.27547	0	0	0	0	1	0	1	0.00117	0	4617	0.4471
chr1_213089022_213089149	1	0	0	0	0	5.38230	0	0	0	0	1	0	1	0.00184	0	32271	0.4960
chr12_14409195_14409324	1	29	51.59971	0	0	8.03293	0	0	0	0	1	794	1	0.15418	0	39671	0.4263
chr12_14925000_14925130	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05619	0	934	0.3846
chr1_218633344_218633474	1	36	0	0	0	0	0	0	0	0	1	941	1	0.34298	0	25876	0.4615
chr12_19208661_19208786	1	8	0	0	0	0	0	4.45944	0	0	0	966	1	0.37490	0	73861	0.432
chr12_21927620_21927748	1	0	4.99356	0	0	0	0	9.25381	0	0	0	0	0	0.20288	0	7	0.5078
chr1_224060924_224061054	1	52	0	0	0	5.58967	0	0	0	0	1	868	1	0.01064	0	27249	0.4384
chr1_228247417_228247547	1	138	0	0	0	0	0.38	7.13635	0	0	0	0	0	0.00058	0	22813	0.7
chr12_29469838_29469968	1	10	0	0	0	0	0	0	0	0	0	785	0	0.43348	0	813	0.5230
chr1_233779200_233779327	1	12	0	0	0	5.22083	0	0	0	0	0	0	1	0.00225	0	6930	0.4409
chr1_235107040_235107170	1	25	0	0	0	11.87543	0.75	0	0	0	0	0	1	0.00283	0	1230	0.5307
chr12_39538933_39539063	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00156	0.89	52256	0.6692
chr12_42779310_42779440	1	6	0	0	0	5.81838	0	0	0	0	0	0	1	0.00348	0	1334	0.3769
chr12_4378267_4378389	1	0	0	0	0	0	0	7.56473	0	0	0	912	1	0.21781	0.78	4548	0.5409
chr12_51464000_51464124	1	14	0	0	0	6.27672	0	0	0	0	0	0	1	0.17670	0	6494	0.4758
chr12_52115671_52115800	1	0	0	0	0	0	0	0	0	0	0	972	0	0.56764	1.14	35464	0.5581
chr12_54422072_54422200	1	34	0	0	0	0	0.19	12.87035	0	0	1	943	1	0.99998	0	0	0.4687
chr12_55413640_55413762	1	31	0	0	0	0	0	0	0	0	0	0	1	0.38030	0	0	0.5655
chr12_63351069_63351199	1	7	0	0	0	0	0	0	0	0	1	912	1	0.33119	0	22251	0.4230
chr1_26486259_26486389	1	16	0	0	0	0	0	0	0	0	1	850	1	0.32344	0	748	0.5846
chr12_7063106_7063236	1	12	0	0	0	0	0	0	0	0	0	935	1	0.94219	0	2502	0.5307
chr12_89727749_89727879	1	19	0	0	0	5.26971	0	0	0	0	1	0	1	0.14726	0	17069	0.4923
chr12_92037696_92037823	1	3	0	0	0	4.01230	0	0	0	0	0	0	1	0.00870	0	36084	0.4488
chr12_92379284_92379414	1	7	0	0	0	6.27547	0	0	0	0	0	905	0	0.95073	0	7891	0.4615
chr13_113367992_113368122	1	6	4.99356	0	0	5.36130	0	0	0	0	1	0	1	0.01341	0	10391	0.4384
chr13_22150773_22150903	1	11	4.21610	0	0	2.90919	0	0	0	0	1	0	1	0.06040	0	26947	0.4769
chr13_24734054_24734182	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00798	0	678	0.4843
chr13_27268041_27268171	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00371	0	51958	0.6
chr13_30169887_30170017	1	91	0	0	0	0	0	6.51583	0	0	0	933	1	0.24438	1.01	61	0.8230
chr13_42325499_42325628	1	19	0	0	0	0	0	0	0	0	1	0	1	0.09798	0	55243	0.4651
chr13_42340089_42340217	1	0	0	0	0	0	0	0	0	0	1	0	1	0.00244	0	69833	0.5234
chr1_34368181_34368310	1	13	0	0	0	6.04693	0	0	0	0	1	0	1	0.00991	0	27114	0.4883
chr13_44717467_44717597	1	19	0	0	0	2.90919	0	0	0	0	0	1000	1	0.29583	0	131	0.4615
chr13_45548343_45548468	1	2	0	0	0	0	0	0	0	0	1	0	1	0.01397	0	15150	0.448
chr13_49160883_49161013	1	15	0	0	0	4.99430	0	0	0	0	0	0	1	0.00238	0	8658	0.4923
chr13_50589556_50589686	1	8	4.79567	0	0	5.56364	0	0	0	0	0	839	0	0.46318	0	166	0.4307
chr13_53002592_53002715	1	10	0	0	0	2.82112	0	0	0	0	1	924	1	0.73350	0	787	0.4065
chr1_38411994_38412119	1	180	35.77122	0	0	7.31741	0.30	17.25027	0	0	0	0	1	0.00326	0	0	0.64
chr1_39052630_39052758	1	16	0	0	0	0	0	0	0	0	0	862	1	0.01618	0	111762	0.5312
chr13_98875229_98875359	1	25	0	0	0	4.99430	0	0	0	0	0	0	1	0.01005	0	10544	0.5230
chr1_39956595_39956725	1	0	0	0	0	0	0	12.97778	0	0	0	0	0	0.00387	1.01	592	0.7307
chr1_40156832_40156962	1	0	0	0	0	0	0	3.47101	0	0	0	804	1	0.16042	0.67	399	0.6692
chr14_101339132_101339262	1	5	54.72215	0	0	7.40384	0	0	0	0	1	0	1	0.00249	0	11768	0.5307
chr14_21492859_21492989	1	0	16.29551	0	0	4.21858	0.44	9.93393	0	0	0	0	0	0.00392	0.71	0	0.7076
chr14_23643567_23643692	1	7	0	0	0	6.73256	0	0	0	0	0	967	1	0.23838	0	9157	0.464
chr14_23871627_23871757	1	8	0	0	0	0	0	3.20264	0	0	0	825	1	0.61763	0	5044	0.6461
chr14_35727787_35727917	1	15	0	0	0	6.20809	0	0	0	0	1	0	1	0.09289	0	19921	0.5230
chr14_36347826_36347947	1	11	0	0	0	4.67566	0	0	0	0	0	0	1	0.01427	0	4763	0.5123
chr1_44513077_44513200	1	0	39.19953	0	0	2.91190	0.31	0	0	0	0	0	1	0.04662	0	848	0.5365
chr1_45195045_45195168	1	95	0	0	0	0	0	0	0	0	0	0	1	0.10948	0	4866	0.4959
chr14_53019672_53019800	1	0	0	0	0	0	0	0	0	0	0	937	1	0.46938	0.9	65	0.7187
chr14_55143702_55143830	1	3	0	0	0	7.42188	0	0	0	0	1	0	1	0.01300	0	10884	0.4609
chr14_65292329_65292459	1	22	0	0	0	5.81838	0	0	0	0	0	837	1	0.61754	0	2462	0.5615
chr14_73934643_73934773	1	11	0	0	0	8.63567	0	0	0	0	1	926	1	0.14112	0	4294	0.5
chr14_77181504_77181634	1	14	0	0	0	0	0	0	0	0	1	0	1	0.20088	0	11421	0.5076
chr14_78060054_78060184	1	4	0	0	0	0	0	0	0	0	1	0	1	0.16918	0	3510	0.3923
chr14_78785896_78786020	1	0	0	0	0	10.16848	0	0	0	0	0	796	0	0.00486	0	36176	0.5322
chr14_88461473_88461603	1	0	14.93928	0	0	8.78945	0.58	0	0	0	1	0	1	0.00968	0	1463	0.4230
chr14_94576874_94577000	1	13	0	0	0	7.44674	0	0	0	1	1	0	1	0.01066	0	78	0.3968
chr15_100775324_100775454	1	23	7.34513	0	0	6.49026	0	0	0	0	0	0	1	0.00257	0	26256	0.5153
chr15_24921335_24921465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	794	0.6307
chr1_52703252_52703382	1	25	0	0	0	0	0	0	0	0	0	1000	0	0.80798	0	21200	0.4615
chr1_53392600_53392730	1	27	9.89549	0	0	5.81838	0.25	17.83613	0	0	0	0	1	0.00242	0	121	0.5153
chr15_40719273_40719400	1	0	0	0	0	15.18868	0.75	5.05074	0	0	0	0	0	0.00106	0	11928	0.5669
chr15_41154422_41154552	1	21	0	0	0	3.90241	0	0	0	0	0	895	1	0.11423	0	6423	0.5615
chr1_54575506_54575636	1	15	0	0	0	4.81208	0	0	0	0	1	0	1	0.00868	0	5538	0.4923
chr15_55583017_55583147	1	0	5.93729	0	0	6.78206	0.30	15.52908	0	0	1	0	1	0.01988	0	1005	0.5076
chr15_74073600_74073721	1	30	4.48194	0	0	7.27772	0	0	0	0	0	716	1	0.00586	0	13045	0.5619
chr15_78933824_78933949	1	0	0	0	0	0	0	3.91720	0	0	0	0	0	0.00370	0	236	0.536
chr15_85519384_85519514	1	11	0	0	0	4.65086	0	0	0	0	1	0	1	0.01335	0	4156	0.5769
chr15_90198742_90198872	1	43	0	0	0	0	0	0	0	0	0	928	1	0.20096	0.84	59	0.7846
chr15_96259258_96259388	1	25	0	0	0	4.70660	0	0	0	0	0	976	1	0.99900	0	222258	0.4846
chr16_12049715_12049845	1	11	0	0	0	2.52471	0	0	0	0	0	0	1	0.17254	0	9118	0.5461
chr16_19829333_19829463	1	11	0	0	0	4.67566	0	0	0	0	0	0	1	0.00498	0	39905	0.5153
chr16_29143903_29144024	1	31	0	0	0	0	0	0	0	0	0	0	0	0.05125	0	6957	0.6611
chr16_29271400_29271522	1	22	0	0	0	0	0	0	0	0	0	0	0	0.01142	0	4278	0.6639
chr16_29910824_29910954	1	41	0	0	0	0	0.32	10.85193	0	0	0	1000	1	0.94020	0	0	0.6461
chr16_32007835_32007965	1	18	0	0	0	0	0	0	0	0	1	0	1	0.13902	0	55345	0.5230
chr16_56965235_56965365	1	15	30.61349	0	0	11.77790	0.45	14.34302	0	0	0	0	1	0.00057	0	594	0.5230
chr16_57850315_57850445	1	19	5.27318	0	0	4.36379	0	0	0	0	0	0	0	0.15312	0	2631	0.6153
chr1_662668_662798	1	10	0	0	0	0	0	0	0	0	0	0	1	0.03030	0	2737	0.6923
chr16_68413450_68413579	1	14	0	0	0	5.74299	0	0	0	0	0	0	1	0.00750	0	7288	0.5968
chr16_70125114_70125244	1	20	0	0	0	0	0	0	0	0	0	0	0	0.34705	0	22284	0.4307
chr16_85344590_85344720	1	21	0	0	0	9.81698	0	0	0	0	1	0	1	0.03942	0	28026	0.5769
chr16_85575336_85575466	1	0	3.96772	0	0	7.70861	0.62	0	0	0	0	0	0	0.00203	0	41711	0.5923
chr16_86962367_86962492	1	0	0	0	0	5.73505	0	0	0	0	0	950	0	0.09364	0	128897	0.52
chr16_87594079_87594200	1	91	0	0	0	0	0	0	0	0	0	0	1	0.00150	0	41240	0.6446
chr16_88349380_88349510	1	50	0	0	0	8.02878	0.66	4.05991	0	0	1	0	1	0.02402	0	80989	0.6923
chr17_14235114_14235244	1	23	7.02684	0	0	4.36379	0.33	8.85428	0	0	1	810	1	0.35568	0	4462	0.4692
chr17_16395659_16395789	1	0	0	0	0	0	0	0	0	0	0	0	0	0.02401	1.15	191	0.7769
chr17_27207335_27207465	1	43	4.79202	0	5.59551	7.46769	0	0	0	0	0	887	0	0.40960	0	2212	0.5384
chr17_27947400_27947530	1	23	0	0	0	5.22083	0	0	0	0	1	935	1	0.67615	0	909	0.5461
chr17_28580500_28580629	1	11	0	0	0	3.83043	0	0	0	0	0	0	1	0.32966	0	3198	0.5193
chr17_32295759_32295887	1	15	0	0	0	6.69684	0	0	0	0	1	0	1	0.10690	0	7662	0.5078
chr17_46806075_46806204	1	14	0	0	0	0	0	0	0	0	0	966	0	0.85047	0.7	336	0.5736
chr17_48046000_48046128	1	0	0	0	0	0	0	13.11190	0	0	0	895	1	0.72367	0.72	205	0.7734
chr17_55190535_55190665	1	23	0	0	0	4.17666	0	0	0	0	1	0	1	0.00085	0	14737	0.6
chr17_60162096_60162218	1	13	0	0	0	5.10616	0	0	0	0	0	0	1	0.00800	0	19452	0.4754
chr17_60749189_60749319	1	0	0	0	0	6.98066	0	0	0	0	0	848	0	0.17825	0	8672	0.6384
chr17_61959335_61959465	1	9	0	0	0	6.27547	0	0	0	0	0	946	1	0.25340	0	39	0.5076
chr1_7669080_7669210	1	45	0	0	0	5.69807	0	0	0	0	1	0	1	0.02129	0	85694	0.6538
chr17_67890354_67890484	1	9	0	0	0	4.13654	0	0	0	0	1	885	1	0.04299	0	67363	0.4692
chr17_7348462_7348592	1	0	0	0	0	0	0	7.79354	0	0	0	910	0	0.26337	0.68	35	0.7076
chr17_74487856_74487986	1	15	0	0	0	6.50401	0	0	0	0	1	873	1	0.00089	0	1250	0.5923
chr17_79218476_79218600	1	12	0	0	0	3.50675	0	0	0	0	1	0	1	0.00028	0	2835	0.5887
chr17_79428059_79428189	1	76	0	0	0	0	0	0	0	0	0	866	0	0.63864	0.69	774	0.6769
chr17_80188265_80188395	1	0	11.57818	0	0	8.56091	0.51	8.15809	0	0	0	0	0	0.10725	0.65	1296	0.6307
chr18_10530935_10531065	1	14	0	0	0	5.88026	0.69	5.18796	0	0	1	0	1	0.00115	0	4526	0.4230
chr18_3282676_3282800	1	0	0	0	0	6.03432	0	0	0	0	0	0	0	0.20229	0	1342	0.4112
chr18_32990022_32990152	1	16	0	0	0	6.11310	0	0	0	0	1	0	1	0.04315	0	32720	0.5
chr18_33176563_33176693	1	0	0	0	0	0	0	0	0	0	0	0	0	0.05076	0	698	0.4307
chr1_8671859_8671989	1	34	0	0	0	5.56364	0	0	0	0	1	0	1	0.00870	0	20958	0.5076
chr18_77198335_77198465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	9804	0.6615
chr18_8142244_8142374	1	7	0	0	0	6.34474	0	0	0	0	0	0	1	0.00044	0	12181	0.4692
chr18_8623831_8623961	1	0	0	0	0	0	0	0	0	0	0	952	0	0.14838	0	8895	0.5384
chr19_1098444_1098574	1	0	12.76413	0	0	11.66093	0	0	0	0	0	0	0	0.00808	0	2845	0.6307
chr19_11752218_11752348	1	12	0	0	0	6.59209	0	0	0	0	1	0	1	0.00354	0	1627	0.4923
chr19_14172203_14172333	1	25	5.36166	0	0	9.22583	0.70	3.91720	0	0	0	0	1	0.00672	0	2231	0.5076
chr19_16941635_16941765	1	12	2.68616	0	4.17954	12.29013	0.47	14.10603	0	0	1	0	1	0.01965	0	1417	0.4846
chr19_17650679_17650800	1	153	0	0	0	0	0	0	0	0	0	0	1	0.00101	0.78	161	0.7024
chr1_92030478_92030600	1	0	0	0	0	3.76149	0	0	0	0	1	878	1	0.72755	0	51794	0.4590
chr1_92035440_92035562	1	0	0	0	0	5.80803	0	0	0	0	1	0	1	0.03455	0	56756	0.5655
chr19_33592253_33592383	1	43	0	0	0	0	0	0	0	0	0	0	1	0.06096	0	8399	0.3461
chr19_33624624_33624754	1	21	0	0	0	5.58984	0	0	0	0	1	0	1	0.00237	0	1624	0.6461
chr19_34013165_34013295	1	0	0	0	0	0	0	15.04447	0	0	0	0	1	0.03245	0	464	0.5846
chr19_34311502_34311632	1	0	0	0	0	0	0	0	0	0	0	935	0	0.42580	0.62	6786	0.6846
chr19_3434429_3434559	1	0	33.23943	0	3.81041	2.94253	0.15	0	0	0	0	911	0	0.02432	0	484	0.5230
chr1_93456537_93456667	1	38	0	0	0	7.25074	0	0	0	0	1	0	1	0.01233	0	29479	0.4538
chr19_35559377_35559498	1	0	0	0	0	3.67816	0	0	0	0	1	0	1	0.01604	0	9330	0.4628
chr1_93625006_93625136	1	36	0	0	3.68849	0	0	0	0	0	1	0	1	0.03874	0	3631	0.3538
chr19_4084211_4084341	1	0	0	0	0	0	0	0	0	0	0	0	1	0.20927	0	15729	0.6923
chr19_4229346_4229476	1	16	0	0	0	0	0	0	0	0	1	931	1	0.01197	0	18	0.6692
chr19_46032052_46032179	1	42	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	3000	0.6377
chr19_48035435_48035565	1	8	0	0	0	8.69344	0	0	0	0	0	857	1	0.51323	0	8661	0.5076
chr19_49935480_49935610	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00090	0	3827	0.6615
chr19_55582625_55582755	1	24	0	0	0	5.80151	0	0	0	0	0	0	1	0.35458	0	0	0.5769
chr19_55720846_55720974	1	0	0	0	0	3.70910	0	0	0	0	0	937	0	0.22335	0	0	0.5937
chr19_55881349_55881479	1	56	0	0	0	0	0	0	0	0	1	0	1	0.17534	0	262	0.7307
chr19_58175779_58175909	1	31	0	0	0	0	0	6.84978	0	0	0	0	0	0.04491	0.93	4393	0.7769
chr20_22383355_22383485	1	8	7.02684	0	0	5.89585	0.56	9.19350	0	0	1	976	1	0.76645	0	17796	0.4538
chr20_23066943_23067073	1	68	0	0	0	7.15331	0	0	0	0	0	943	1	0.71814	0	0	0.5384
chr20_36531778_36531908	1	0	0	0	0	0	0	0	0	0	0	1000	0	0.97937	0.94	234	0.7461
chr20_4116356_4116486	1	8	0	0	0	0	0	0	0	0	1	954	1	0.83396	0	12939	0.5538
chr20_43180816_43180946	1	7	0	0	0	11.19907	0	0	0	0	1	0	1	0.02669	0	11895	0.4307
chr20_44002329_44002459	1	44	14.35418	0	0	0	0.37	10.57952	0	0	0	851	1	0.06962	0	4574	0.6538
chr20_45197433_45197563	1	18	0	0	0	0	0	0	0	0	0	775	1	0.09873	0	18219	0.6461
chr20_49500292_49500422	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	20431	0.5769
chr20_5150924_5151054	1	0	0	0	0	0	0	0	0	0	0	0	0	0.02832	0	5693	0.5769
chr20_52660792_52660922	1	11	0	0	0	0	0	0	0	0	1	0	1	0.00229	0	26108	0.4461
chr20_62849040_62849169	1	31	0	0	0	6.59209	0	0	0	0	1	0	1	0.00393	0	37924	0.6201
chr2_105678753_105678883	1	17	8.33222	0	3.90408	5.93764	0.48	6.38324	0	0	0	0	1	0.01343	0	23798	0.4615
chr2_112400480_112400610	1	27	0	0	0	4.45091	0	0	0	0	0	0	1	0.00452	0	35062	0.4538
chr2_112460056_112460178	1	17	0	0	0	6.77795	0	0	0	0	0	0	1	0.00049	0	94638	0.6065
chr2_112777148_112777274	1	12	0	0	0	0	0	0	0	0	0	0	1	0.00351	0	22201	0.5238
chr2_113925061_113925184	1	8	0	0	0	2.99253	0	0	0	0	1	0	1	0.01135	0	6363	0.5853
chr2_114008695_114008822	1	18	0	0	0	5.58984	0	0	0	0	0	897	0	0.63683	0	352	0.5118
