Position	Class	Dnase	H3k27ac	H3k27me3	H3k36me3	H3k4me1	H3k4me1_H3K4me3	H3k4me3	P300	TATA	LDTFs_SDTFs_CRFs	TFBS_conservation	All_TFBS_motifs	Conservation	CpGIsland	tss_Dist	GC
chr10_32229905_32230405	1	100	27.69588	0	0	5.18526	0.60	3.41141	149.865334450075	0	1	866	1	0.05089	0	12162	0.386
chr10_33485603_33486103	1	19	45.35778	0	0	6.16548	0.57	6.30225	119.014070091356	0	1	1000	1	0.43211	0	14101	0.43
chr10_34120631_34121131	1	23	15.39416	0	0	8.83797	0	0	0	0	1	927	1	0.20456	0	59044	0.42
chr10_34505106_34505606	1	12	10.60875	0	0	7.77891	0	0	115.334162075746	0	1	971	1	0.70460	0	119642	0.398
chr10_34505445_34505945	1	12	10.60875	0	0	7.77891	0	0	115.334162075746	0	1	971	1	0.70460	0	119303	0.372
chr10_3853128_3853628	1	0	42.54959	0	0	5.63394	0.56	4.48553	0	0	0	930	0	0.18620	0	22513	0.358
chr10_3893766_3894266	1	12	20.86316	0	0	8.37121	0	0	29.9646725980492	0	1	0	1	0.03141	0	17624	0.362
chr10_3948195_3948695	1	0	33.97206	0	0	3.66155	0.41	5.37387	40.0635698348914	0	1	0	1	0.00110	0	28015	0.442
chr10_47247512_47248012	1	0	0	0	0	0	0	0	0	0	0	0	0	0.43364	0	4009	0.332
chr10_4999017_4999517	1	26	12.90223	0	0	7.47235	0	0	49.3742360151416	0	1	0	1	0.02235	0	5927	0.422
chr10_52152205_52152705	1	14	4.35385	0	0	4.53289	0.60	0	47.9624449879278	0	1	870	1	0.06997	0	60	0.406
chr10_52332458_52332958	1	0	21.15231	0	0	9.12063	0	0	0	0	0	0	0	0.01550	0	50785	0.36
chr10_54137187_54137687	1	0	8.87187	0	0	6.91323	0.71	0	0	0	0	908	1	0.58279	0	62175	0.372
chr10_54766034_54766534	1	0	27.52938	0	0	8.48902	0	0	0	0	0	0	0	0.02283	0	30458	0.33
chr10_60795633_60796133	1	0	20.63525	0	0	7.05400	0.67	0	0	0	0	0	0	0.04574	0	36247	0.428
chr10_60837555_60838055	1	7	6.50746	0	0	7.58081	0	0	28.703585919931	0	1	823	1	0.24671	0	78169	0.382
chr10_60869522_60870022	1	0	10.16452	0	0	3.27504	0	0	0	0	0	893	0	0.03115	0	66327	0.346
chr10_62737434_62737934	1	12	29.82688	0	0	6.34373	0.62	3.86604	40.7188784643944	0	1	938	1	0.89976	0	23264	0.308
chr10_63597519_63598019	1	28	22.18643	0	0	7.04339	0.59	6.74588	25.3792230244764	0	1	907	1	0.77603	0	16514	0.378
chr10_63843464_63843964	1	11	11.40372	0	0	7.26060	0	0	0	0	0	988	0	0.82352	0	34494	0.374
chr10_69577933_69578433	1	10	22.49397	0	0	5.31861	0	0	87.8536486025668	1	1	0	1	0.32381	0	19384	0.35
chr10_69578119_69578619	1	10	22.49397	0	0	5.31861	0	0	87.8536486025668	1	0	0	1	0.32381	0	19198	0.42
chr10_70634784_70635284	1	0	9.60830	0	0	8.84956	0.56	0	0	0	0	0	0	0.07151	0	25749	0.472
chr10_70636246_70636746	1	40	20.41838	0	0	8.84956	0.56	7.06375	140.202573010234	0	1	0	1	0.09884	0	24287	0.416
chr10_71850615_71851115	1	40	15.50751	0	0	11.43851	0.66	5.93305	73.2272688589558	0	1	839	1	0.10340	0	26992	0.436
chr10_73095322_73095822	1	0	45.27690	0	0	13.43443	0.63	0	0	0	0	0	0	0.01464	0	15622	0.558
chr10_76443508_76444008	1	6	3.51401	0	0	6.58959	0	0	0	0	1	981	1	0.92800	0	137880	0.386
chr10_7728180_7728680	1	230	43.19535	0	0	6.17625	0	0	215.739911094377	1	1	0	1	0.01350	0	16551	0.424
chr10_7742637_7743137	1	104	15.41393	0	0	8.97044	0.68	4.19833	285.876566439164	0	1	897	1	0.02155	0	2094	0.41
chr10_77523599_77524099	1	0	17.41542	0	0	11.93525	0	0	0	0	0	920	0	0.25946	0	18419	0.48
chr10_77846450_77846950	1	43	0	0	0	4.75606	0	0	0	0	1	958	1	0.81742	0	231141	0.492
chr10_78057696_78058196	1	24	4.93446	0	0	3.37119	0.52	3.15232	31.8486140007106	0	1	963	1	0.70964	0	19895	0.494
chr10_79669519_79670019	1	51	23.75468	0	0	9.26023	0.61	12.22706	93.6625947765376	0	1	943	1	0.14152	0	16265	0.498
chr10_80831776_80832276	1	0	33.46338	0	0	8.67871	0.77	45.56573	0	0	0	919	0	0.15875	0	2984	0.502
chr10_80864694_80865194	1	0	11.54128	0	0	11.47857	0.73	4.19833	44.7265662043313	0	1	854	1	0.46304	0	35902	0.492
chr10_80871160_80871660	1	46	2.80237	0	0	10.26704	0.73	3.83979	23.628469657088	0	1	941	1	0.45455	0	42368	0.52
chr10_80917284_80917784	1	137	20.45152	0	0	14.38118	0.83	2.96318	202.124934008082	0	1	900	1	0.21808	0	85641	0.616
chr10_80936796_80937296	1	24	11.04101	0	4.26331	15.40676	0.81	0	37.1961223808514	0	1	960	1	0.39505	0	66129	0.598
chr10_80945777_80946277	1	23	17.20216	0	0	15.40676	0.81	0	63.9978275342143	0	1	1000	1	0.21706	0	57148	0.53
chr10_834657_835157	1	63	9.17457	0	0	9.82512	0.53	8.71826	0	0	1	0	1	0.02012	0	26498	0.576
chr10_93316434_93316934	1	82	34.16417	0	0	10.31530	0.62	6.37531	159.514893308896	0	1	919	1	0.26691	0	72569	0.462
chr10_94456893_94457393	1	0	24.53509	0	0	5.98619	0.51	5.81218	167.869144487091	0	1	1000	1	0.28795	0	5281	0.412
chr10_97239712_97240212	1	0	5.23125	0	0	6.16336	0.50	0	0	0	0	882	0	0.32790	0	2216	0.48
chr10_98731171_98731671	1	27	5.82723	0	0	7.52840	0	0	60.2705568371027	0	1	0	1	0.00475	0	9369	0.42
chr1_100045837_100046337	1	0	6.27220	0	0	4.22915	0	0	0	0	0	948	0	0.37064	0	46265	0.448
chr1_101048451_101048951	1	46	7.50776	0	0	10.50853	0	0	97.2461045587745	0	1	869	1	0.11479	0	44758	0.412
chr1_108141790_108142290	1	0	3.28610	0	0	4.98386	0	0	26.1830652120034	0	0	976	0	0.73434	0	73981	0.354
chr11_102063844_102064344	1	0	32.50016	0	0	6.57848	0.66	0	0	0	0	0	1	0.02774	0	30657	0.302
chr11_102064866_102065366	1	0	7.33585	0	0	2.52063	0	0	0	0	0	0	0	0.00881	0	31679	0.348
chr11_107279326_107279826	1	18	15.23084	0	0	4.85572	0	0	107.117216844659	0	1	0	1	0.03188	0	48744	0.342
chr11_111204571_111205071	1	107	38.11717	0	0	9.73095	0.82	9.31863	0	0	0	810	1	0.00466	0	25060	0.474
chr11_111794166_111794666	1	13	19.99570	0	0	8.58540	0.63	4.93556	53.1926403676293	0	1	990	1	0.35095	0	0	0.454
chr11_111859083_111859583	1	51	11.03197	0	0	6.55994	0	0	43.9363884765531	0	0	1000	1	0.05709	0	87	0.36
chr11_115151305_115151805	1	0	5.05776	0	0	3.59244	0	0	27.4236058366111	0	1	923	1	0.59658	0	6392	0.422
chr11_115280323_115280823	1	29	8.84224	0	0	5.89507	0.57	5.49339	69.3527294981288	0	0	918	1	0.58789	0	12754	0.434
chr11_115347983_115348483	1	0	0	0	0	3.89485	0	0	0	0	0	902	0	0.15604	0	26629	0.364
chr11_116299500_116300000	1	11	38.75414	0	0	9.97699	0.67	5.01745	0	0	0	890	0	0.00168	0	71347	0.474
chr11_116679454_116679954	1	31	38.19463	0	0	4.43713	0.30	10.11192	91.3712460428423	0	1	976	1	0.09770	0	4765	0.496
chr11_118788378_118788878	1	28	19.69373	0	0	10.09762	0.75	14.15747	0	0	0	947	1	0.23770	0	735	0.63
chr11_119238957_119239457	1	122	16.23672	0	0	14.37321	0.76	7.64644	59.9563174002084	0	1	999	1	0.22525	0	3958	0.558
chr11_120088568_120089068	1	46	6.11638	0	0	7.19799	0.61	4.66565	26.0509507897526	0	1	975	1	0.17999	0	4124	0.604
chr11_120938047_120938547	1	18	61.80183	0	0	12.44929	0.72	4.85951	118.227396519996	0	1	966	1	0.22256	0	12590	0.388
chr11_125985713_125986213	1	58	15.24677	0	0	6.17287	0.41	23.51114	63.7495593024262	0	1	1000	1	0.22958	0	13404	0.586
chr11_125986424_125986924	1	0	15.24677	0	0	6.17287	0.41	23.51114	0	0	0	0	0	0.00930	0	14115	0.532
chr11_126017613_126018113	1	42	31.97392	0	0	11.70787	0.31	25.81225	159.884611707053	0	0	998	1	0.13187	0	12495	0.516
chr11_126027425_126027925	1	0	21.00906	0	0	9.58903	0.41	13.92313	0	0	1	942	1	0.00408	0	2683	0.538
chr11_126055102_126055602	1	53	36.11295	0	0	14.00150	0.78	4.39222	24.944985924971	0	1	968	1	0.22384	0	20805	0.626
chr11_12745066_12745566	1	17	5.56444	0	0	9.41839	0	0	0	0	0	939	0	0.44231	0	21021	0.412
chr11_12836199_12836699	1	14	10.46086	0	0	10.95690	0.77	4.20625	0	0	0	1000	0	0.15854	0	8515	0.52
chr11_12876361_12876861	1	29	13.59104	0	0	10.22914	0	0	0	0	1	0	1	0.03596	0	6019	0.444
chr11_129129664_129130164	1	16	15.62600	0	0	8.18829	0	0	63.070778338111	0	1	963	1	0.56490	0	19055	0.356
chr11_14606081_14606581	1	33	20.67120	0	0	12.39036	0	0	46.5982964373903	0	1	896	1	0.48289	0	58582	0.464
chr11_14639561_14640061	1	6	10.31142	0	0	10.87370	0	0	23.8335521171832	0	1	1000	1	0.80161	0	25102	0.36
chr11_14641321_14641821	1	54	5.88847	0	0	10.87370	0	0	90.736837185424	0	1	1000	1	0.26377	0	23342	0.342
chr11_16169805_16170305	1	0	6.40553	0	0	3.12810	0.43	4.11748	0	0	0	976	0	0.99926	0	36389	0.438
chr11_16826402_16826902	1	0	8.72461	0	0	9.88787	0	0	0	0	0	951	1	0.18438	0	1321	0.428
chr1_117017703_117018203	1	193	50.06755	0	0	18.41988	0.85	8.88033	140.545410567848	0	1	907	1	0.38592	0	2646	0.508
chr1_118390112_118390612	1	0	11.40372	0	0	6.04185	0	0	0	0	0	853	1	0.02385	0	39743	0.332
chr11_20032094_20032594	1	0	7.70949	0	0	7.77891	0	0	0	0	0	967	0	0.68733	0	11507	0.402
chr1_120358863_120359363	1	60	9.15666	0	0	10.53638	0	0	104.801221114918	0	1	892	1	0.06016	0	4579	0.398
chr1_120574754_120575254	1	68	0	0	0	0	0	0	0	0	0	970	0	0.44597	0	2167	0.46
chr1_120770804_120771304	1	0	0	0	0	0	0	0	0	0	0	963	0	0.02929	0	66451	0.372
chr1_12094467_12094967	1	50	3.22486	0	0	6.23692	0.49	6.41715	32.6679457346257	0	1	0	1	0.01372	0	3283	0.516
chr11_22696024_22696524	1	42	33.05377	0	0	0	0.31	9.53779	99.4149965173828	0	1	951	1	0.38486	0	0	0.378
chr11_22697665_22698165	1	0	33.05377	0	0	4.37991	0.31	9.53779	0	0	0	0	0	0.00453	0	1346	0.388
chr11_22700412_22700912	1	0	6.73577	0	0	8.67454	0.67	0	0	0	0	0	0	0.01584	0	4093	0.29
chr1_12513544_12514044	1	84	18.04706	0	0	10.57061	0	0	131.905351988944	0	1	0	1	0.05228	0	10950	0.438
chr11_34449218_34449718	1	0	6.67775	0	0	7.71054	0	0	0	0	0	946	1	0.01769	0	10753	0.358
chr11_34661756_34662256	1	85	12.86972	0	0	9.30186	0.51	8.82426	82.7402037996405	0	1	903	1	0.26879	0	1467	0.508
chr11_34847175_34847675	1	179	63.19516	0	0	12.78850	0.63	7.53674	61.1548398589469	0	1	989	1	0.47362	0	64613	0.496
chr1_143930281_143930781	1	0	0	0	0	0	0	0	0	0	0	976	0	0.54211	0	17137	0.424
chr1_144921577_144922077	1	86	9.41089	0	0	7.13966	0.70	3.11269	86.156073572873	0	1	935	1	0.37445	0	0	0.42
chr1_145385086_145385586	1	9	35.12653	0	0	9.22974	0.39	0	0	0	0	0	1	0.00315	0.99	2651	0.6
chr1_146709640_146710140	1	107	17.12024	0	0	11.35532	0.76	0	287.059260282403	0	1	926	1	0.01155	0	4150	0.374
chr11_47006366_47006866	1	21	0	0	0	4.84912	0	0	42.9099288997454	0	1	0	1	0.10748	0	48035	0.396
chr1_150252684_150253184	1	36	5.06018	0	0	6.18027	0.56	4.76393	0	0	1	862	1	0.10091	0	1768	0.466
chr1_154670716_154671216	1	47	5.63178	0	0	5.66962	0	0	36.282983658999	0	1	0	1	0.01254	0	9486	0.486
chr11_57747181_57747681	1	0	20.40627	0	0	10.39989	0.67	0	0	0	0	0	0	0.01816	0	43671	0.416
chr1_162218852_162219352	1	0	29.07331	0	0	8.30643	0.68	0	0	0	0	934	0	0.60417	0	68232	0.464
chr1_162220469_162220969	1	0	4.57951	0	0	8.30643	0.68	0	0	0	0	0	0	0.00346	0	66615	0.44
chr11_63630328_63630828	1	31	8.30230	0	0	5.18526	0	0	25.2526068688856	0	1	874	1	0.03539	0	5113	0.462
chr11_67893696_67894196	1	0	52.79989	0	0	11.18541	0.55	0	0	0	0	0	0	0.01940	0	3068	0.446
chr1_17081768_17082268	1	54	0	0	0	3.84485	0	0	0	0	0	0	0	0.50556	0	15000	0.386
chr11_70863689_70864189	1	58	22.50427	0	0	4.88939	0.39	7.56540	0	0	1	898	1	0.03989	0	5316	0.528
chr1_17094788_17095288	1	0	0	0	0	0	0	0	0	0	0	967	0	0.28057	0	28020	0.416
chr11_71750263_71750763	1	0	4.83729	0	0	5.36751	0.17	25.69782	0	0	0	914	0	0.35457	0	108	0.53
chr11_73023861_73024361	1	0	8.71875	0	0	5.98674	0.65	10.87324	0	0	0	1000	0	0.15660	0	3454	0.576
chr1_174234799_174235299	1	0	20.26330	0	0	5.34834	0	0	0	0	0	0	0	0.04340	0	8938	0.3
chr1_182260860_182261360	1	74	49.20009	0	0	13.29171	0.66	10.09563	190.649328187856	0	1	0	1	0.27860	0	21836	0.434
chr11_82718421_82718921	1	0	24.35508	0	0	11.72348	0.70	6.03133	0	0	1	985	1	0.12227	0	9900	0.426
chr1_185319720_185320220	1	0	38.72221	0	0	10.18627	0	0	0	0	0	860	0	0.01909	0	15548	0.32
chr1_192670043_192670543	1	46	21.53945	0	0	5.79468	0.59	0	41.50434068131	0	0	898	1	0.03252	0	56382	0.316
chr11_95747388_95747888	1	15	44.05803	0	0	12.10610	0	0	173.115744109292	0	1	0	1	0.08755	0	88908	0.38
chr11_95858203_95858703	1	14	4.59594	0	0	5.98619	0	0	0	0	1	735	1	0.08455	0	199723	0.47
chr1_197142641_197143141	1	0	16.14524	0	0	6.97018	0.66	3.62008	0	0	0	0	0	0.12159	0	26531	0.406
chr1_201365778_201366278	1	132	9.46700	0	0	11.35150	0.28	28.76266	27.0850458127086	0	1	957	1	0.12163	0	2398	0.608
chr1_202056012_202056512	1	14	52.00309	0	0	6.39109	0.36	11.34507	0	0	0	0	0	0.27864	0	35473	0.596
chr1_204053319_204053819	1	116	13.53302	0	0	12.57521	0.67	6.29840	0	0	1	1000	1	0.44195	0	6062	0.616
chr1_204062336_204062836	1	74	20.02944	0	0	9.41907	0.58	6.68879	31.2554362416201	0	1	0	1	0.04017	0	15079	0.514
chr1_204235563_204236063	1	146	15.94756	0	0	7.86586	0.56	7.63495	46.6513904594646	0	1	973	1	0.06400	0	4334	0.544
chr1_204257094_204257594	1	78	4.95634	0	0	5.96394	0.46	6.90794	0	0	1	964	1	0.36946	0	10961	0.542
chr12_103278992_103279492	1	94	43.92744	0	0	12.55875	0.70	10.53478	132.995953037032	0	1	931	1	0.51526	0	27166	0.574
chr12_103292423_103292923	1	41	29.24858	0	0	6.98853	0	0	295.826003238109	0	0	0	1	0.03945	0	13735	0.414
chr12_109083314_109083814	1	54	32.52401	0	0	4.33935	0.56	0	56.7936518319593	0	1	964	1	0.20219	0	6364	0.396
chr12_109083474_109083974	1	14	32.52401	0	0	4.33935	0.56	3.37294	0	0	1	908	1	0.20219	0	6204	0.394
chr12_110024645_110025145	1	30	25.47963	0	0	9.73620	0.62	6.08842	0	0	0	0	1	0.00268	0	520	0.54
chr12_110175406_110175906	1	39	18.01865	0	0	13.23886	0.80	6.67964	49.8732084217672	0	0	923	1	0.58501	0	1643	0.53
chr12_110190756_110191256	1	19	4.15356	0	0	6.67542	0.68	0	0	0	1	0	1	0.04069	0	16993	0.56
chr12_110386506_110387006	1	85	15.13716	0	0	9.58548	0	0	110.37370528011	0	1	915	1	0.40406	0	5349	0.35
chr12_111013120_111013620	1	37	11.32113	0	0	5.37556	0.58	3.88721	121.044538824827	0	1	0	1	0.20299	0	7505	0.37
chr12_111029502_111030002	1	33	12.07142	0	0	4.06614	0.48	8.96341	102.615468885071	0	1	0	1	0.10216	0	8376	0.442
chr12_112215477_112215977	1	47	0	0	0	12.86249	0.67	6.41631	40.715640866101	0	1	0	1	0.00173	0	10725	0.516
chr12_114204786_114205286	1	15	4.56178	0	0	11.47876	0.62	7.07461	0	0	1	0	1	0.01569	0	0	0.494
chr12_115863916_115864416	1	0	8.72461	0	0	8.83355	0	0	0	0	1	0	1	0.00467	0	63099	0.354
chr12_120668081_120668581	1	37	40.48309	0	0	10.86882	0.57	8.62056	0	0	1	829	1	0.29208	0	3433	0.566
chr12_122071028_122071528	1	30	5.80196	0	0	5.31861	0.46	6.13494	0	0	1	950	1	0.17620	0	6307	0.55
chr12_122610601_122611101	1	0	6.55539	0	0	9.22974	0	0	0	0	1	0	1	0.00637	0	1325	0.564
chr12_122973485_122973985	1	16	9.75216	0	0	10.50928	0	0	172.089166299231	0	1	999	1	0.08151	0	4775	0.376
chr12_12558170_12558670	1	0	18.28287	0	0	9.07977	0	0	0	0	0	0	1	0.18724	0	47818	0.31
chr1_213450852_213451352	1	0	4.12856	0	0	9.27785	0	0	0	0	1	946	1	0.05061	0	35449	0.428
chr12_13724076_13724576	1	13	29.45013	0	0	14.60783	0.72	0	116.690098318115	0	1	959	1	0.00723	0	40487	0.396
chr1_213906996_213907496	1	54	3.71983	0	0	7.75586	0	0	114.543248269877	0	1	901	1	0.36016	0	2237	0.364
chr1_21395580_21396080	1	0	0	0	0	0	0	0	0	0	1	0	1	0.03486	0	18092	0.356
chr1_213966512_213967012	1	43	18.99639	0	0	11.05413	0.73	4.79443	0	0	1	1000	1	0.86954	0	47126	0.456
chr1_214150199_214150699	1	21	7.03181	0	0	6.91323	0.56	5.50639	0	0	1	0	1	0.25503	0	2029	0.466
chr12_15782010_15782510	1	55	37.11694	0	0	0	0	0	119.838343383263	1	1	915	1	0.40661	0	2186	0.362
chr12_20782943_20783443	1	0	35.03162	0	0	4.51453	0.35	8.33486	0	0	0	846	0	0.11909	0	58145	0.368
chr1_221888755_221889255	1	54	16.52587	0	0	5.07498	0.57	3.88721	62.7690673524814	0	1	897	1	0.37663	0	3596	0.424
chr1_22247889_22248389	1	130	13.07813	0	0	9.59732	0.40	14.63541	24.6959665051165	0	1	917	1	0.14829	0	15401	0.592
chr12_24907926_24908426	1	18	11.30345	0	0	6.46645	0	0	101.052701225403	0	0	966	1	0.75970	0	50427	0.414
chr12_24909565_24910065	1	0	11.30345	0	0	6.46645	0	0	0	0	0	973	0	0.84923	0	52066	0.408
chr1_225942821_225943321	1	94	12.47773	0	0	7.15898	0	0	73.2547008321106	0	1	1000	1	0.18813	0	18844	0.446
chr12_26971555_26972055	1	7	0	0	0	5.83117	0	0	0	0	1	930	1	0.25958	0	13659	0.304
chr1_229002182_229002682	1	58	4.95977	0	0	7.19799	0.61	5.49339	27.3125201954288	0	1	0	1	0.00355	0	120195	0.512
chr1_229070558_229071058	1	0	14.82089	0	0	15.78569	0.76	4.87785	118.053689449328	0	0	0	1	0.03355	0	159594	0.472
chr1_229070821_229071321	1	105	14.82089	0	0	15.78569	0.76	4.87785	118.053689449328	0	1	0	1	0.03355	0	159331	0.508
chr1_229283878_229284378	1	418	20.28485	0	0	7.17862	0.61	4.49426	95.0131254473436	0	1	0	1	0.15897	0	53225	0.574
chr1_234736530_234737030	1	104	53.13776	0	0	3.22881	0.31	7.63495	156.743822972077	0	1	0	1	0.29461	0	5723	0.416
chr1_23474587_23475087	1	14	7.59413	0	0	7.76749	0.67	0	0	0	1	0	1	0.25409	0	14414	0.366
chr1_234748136_234748636	1	287	50.56252	0	0	4.11821	0.28	10.60501	270.44450131965	0	0	0	0	0.68422	0	2864	0.466
chr1_234748998_234749498	1	35	50.56252	0	0	8.39929	0.49	8.70574	65.0946211562657	0	0	0	0	0.12347	0	3726	0.46
chr1_23474906_23475406	1	0	7.59413	0	0	7.76749	0.67	3.90921	0	0	1	0	1	0.25409	0	14733	0.358
chr1_234755260_234755760	1	364	62.23070	0	0	12.85890	0	0	231.221930967484	0	1	0	1	0.47696	0	9296	0.302
chr1_234775858_234776358	1	0	36.74646	0	0	8.40554	0	0	0	0	0	0	0	0.00352	0	4053	0.38
chr1_234857083_234857583	1	143	84.51483	0	0	9.94091	0.73	9.56390	232.220973571446	0	1	918	1	0.57703	0	2205	0.408
chr1_235012016_235012516	1	194	57.87466	0	0	9.93031	0.65	17.32652	221.144597089181	0	1	969	1	0.11763	0	80461	0.484
chr1_235114393_235114893	1	63	62.37624	0	0	11.98798	0.74	0	177.166986683912	0	1	959	1	0.20051	0	1658	0.486
chr1_236675753_236676253	1	0	5.27102	0	0	8.61017	0	0	38.1113284638976	0	0	0	0	0.02441	0	5046	0.428
chr1_24345026_24345526	1	286	39.93617	0	0	8.76204	0.51	8.33486	86.0240541101684	0	1	1000	1	0.26248	0	21798	0.508
chr1_24345352_24345852	1	286	39.93617	0	0	8.90651	0.60	8.33486	86.0240541101684	0	1	1000	1	0.26248	0	21472	0.47
chr1_24444908_24445408	1	66	31.71110	0	0	10.19838	0.70	5.03828	86.3051707414877	0	1	1000	1	0.08979	0	6242	0.528
chr12_46785004_46785504	1	0	17.08967	0	0	9.12954	0.66	0	0	0	0	0	1	0.06529	0	4229	0.378
chr12_46887529_46888029	1	37	37.03167	0	0	7.69900	0.58	0	258.115607164961	1	1	883	1	0.18649	0	43255	0.388
chr12_46949794_46950294	1	10	4.02078	0	0	7.57913	0	0	59.3712470355353	0	1	946	1	0.58428	0	18509	0.35
chr12_50481027_50481527	1	0	8.30712	0	3.97179	2.74843	0	0	0	0	0	990	0	0.65548	0	490	0.52
chr12_50481242_50481742	1	0	8.30712	0	3.97179	2.74843	0	0	0	0	1	870	1	0.65548	0	275	0.48
chr12_50664999_50665499	1	18	31.56180	0	0	5.21324	0	0	37.6994215840054	0	1	0	1	0.05369	0	11740	0.356
chr12_50942580_50943080	1	29	18.51705	0	0	4.34058	0.52	0	88.2151323093849	0	1	878	1	0.21563	0	43690	0.432
chr1_25240342_25240842	1	61	19.51386	0	0	9.59732	0.78	14.68560	0	0	1	908	1	0.07321	0	14447	0.586
chr12_53321070_53321570	1	152	98.78642	0	0	12.03277	0.78	13.67752	86.4738882686633	0	1	928	1	0.16104	0	816	0.602
chr12_54694822_54695322	1	103	50.81031	0	0	7.54692	0.22	26.83149	84.6840992757401	0	1	1000	1	0.40924	0	0	0.56
chr12_54746727_54747227	1	17	2.63551	0	0	5.37556	0	0	0	0	0	962	0	0.18463	0	217	0.528
chr12_64343616_64344116	1	30	12.11885	0	0	4.75606	0	0	24.7970481096342	0	1	925	1	0.60722	0	32188	0.384
chr12_66285902_66286402	1	6	29.69355	0	0	6.91840	0.58	0	0	0	1	1000	1	0.67293	0	9954	0.416
chr12_66289430_66289930	1	103	29.69355	0	0	2.45343	0.58	5.03312	0	0	1	924	1	0.18145	0	13482	0.38
chr12_66319860_66320360	1	33	30.80037	0	0	7.30094	0.65	0	63.174741355911	0	1	904	1	0.20084	0	1892	0.412
chr12_66323786_66324286	1	18	14.97217	0	0	7.52840	0	0	317.997436776534	0	1	895	1	0.21766	0	5818	0.436
chr12_66355656_66356156	1	0	21.40244	0	0	11.75467	0	0	0	0	0	993	0	0.86480	0	13396	0.412
chr12_69811583_69812083	1	15	7.85172	0	0	9.94824	0.38	0	23.855760547922	0	1	839	1	0.14291	0	31166	0.348
chr12_71929889_71930389	1	74	27.18745	0	0	6.61855	0.64	0	36.5906569391329	0	1	1000	1	0.37657	0	30652	0.38
