Enhancer_name	Y_true_labels	Y_predicted_labels	Prob_Class0	Prob_class1
chr13_78406128_78407714	1.0	0.0	0.685608563774	0.314391436226
chr4_79723368_79723498	0.0	1.0	0.0849570831101	0.91504291689
chr8_144416298_144416428	0.0	0.0	0.69586598902	0.30413401098
chr4_78067816_78068100	1.0	0.0	0.813237414214	0.186762585786
chr17_47049793_47049986	1.0	0.0	0.913915287644	0.0860847123558
chr15_93198327_93198448	0.0	0.0	0.756601954998	0.243398045002
chr2_103768696_103772482	1.0	0.0	0.649828610603	0.350171389397
chr13_71774848_71775368	1.0	1.0	0.495986271814	0.504013728186
chr11_1985072_1987372	1.0	0.0	0.555636023512	0.444363976488
chr1_166102836_166102913	1.0	1.0	0.0125254939956	0.987474506004
chr12_103405110_103408796	1.0	1.0	0.0316082456876	0.968391754312
chr8_128747346_128747476	0.0	1.0	0.318989779307	0.681010220693
chr17_55447837_55447967	0.0	0.0	0.770836198015	0.229163801985
chr6_157697626_157697756	0.0	1.0	0.425813388001	0.574186611999
chr9_130461605_130461892	1.0	1.0	0.0812418968656	0.918758103134
chr3_196983424_196983554	0.0	0.0	0.79502948408	0.20497051592
chr13_35772272_35774420	1.0	1.0	0.00366727025988	0.99633272974
chr12_65959837_65959962	0.0	1.0	0.22408949796	0.77591050204
chr17_78865610_78865740	0.0	0.0	0.627783339924	0.372216660076
chr6_126503466_126503596	0.0	0.0	0.658041777764	0.341958222236
chr1_10851570_10852173	1.0	0.0	0.51208670188	0.48791329812
chr6_98461952_98463309	1.0	0.0	0.660892791091	0.339107208909
chr2_238221820_238225273	1.0	1.0	0.0720976595394	0.927902340461
chr13_49027366_49027496	0.0	0.0	0.66122940016	0.33877059984
chr10_78156517_78158752	1.0	0.0	0.965313319531	0.0346866804693
chr7_42252831_42254560	1.0	0.0	0.527474955452	0.472525044548
chr9_73033763_73035382	1.0	1.0	0.115652028169	0.884347971831
chr14_93441444_93441574	0.0	0.0	0.564938924332	0.435061075668
chr13_95618516_95619850	1.0	1.0	0.4752403845	0.5247596155
chr20_47373433_47373685	1.0	1.0	0.0238298271943	0.976170172806
chr14_73934643_73934773	1.0	1.0	0.0307375940762	0.969262405924
chr7_195030_195160	0.0	1.0	0.388198174042	0.611801825958
chr17_74487856_74487986	1.0	1.0	0.169974691611	0.830025308389
chr1_27527451_27527688	1.0	1.0	0.0853307957291	0.914669204271
chr19_56831235_56831365	0.0	0.0	0.692540660958	0.307459339042
chr21_26952057_26952278	1.0	0.0	0.685321252975	0.314678747025
chr4_299473_299600	0.0	0.0	0.929052718134	0.0709472818657
chr21_35915964_35919662	1.0	0.0	0.805794287344	0.194205712656
chr8_78042571_78044201	1.0	0.0	0.594801866336	0.405198133664
chr19_34311502_34311632	1.0	0.0	0.741262734414	0.258737265586
chr17_77721435_77721565	0.0	0.0	0.920135285183	0.0798647148173
chr9_134165101_134165231	0.0	1.0	0.161940440262	0.838059559738
chr17_37910411_37911394	1.0	1.0	0.0594432762228	0.940556723777
chr6_119630267_119630393	0.0	0.0	0.731832457116	0.268167542884
chr16_51231121_51232362	1.0	0.0	0.663769971396	0.336230028604
chr2_122234282_122234412	0.0	0.0	0.918348614384	0.0816513856156
chr15_44171247_44173891	1.0	0.0	0.773525882239	0.226474117761
chr22_31478600_31478724	0.0	0.0	0.959502106641	0.0404978933594
chr17_57442802_57442932	0.0	0.0	0.850000826135	0.149999173865
chr9_130590782_130591142	1.0	0.0	0.843829542052	0.156170457948
chr11_1990821_1990951	1.0	1.0	0.352014297518	0.647985702482
chr1_16176617_16176801	1.0	1.0	0.043817195946	0.956182804054
chr5_170627990_170630018	1.0	1.0	0.00980919967214	0.990190800328
chr4_123780044_123780174	0.0	1.0	0.441299729699	0.558700270301
chr22_43325450_43325580	0.0	0.0	0.758126221601	0.241873778399
chr16_54323420_54324336	1.0	0.0	0.662025363888	0.337974636112
chr6_11810323_11810453	1.0	1.0	0.299245069565	0.700754930435
chr2_174114371_174115933	1.0	1.0	0.00315595900447	0.996844040996
chr16_88850400_88850522	0.0	1.0	0.0318156771037	0.968184322896
chr5_121414271_121414400	1.0	1.0	0.0865270554338	0.913472944566
chr6_126069580_126069710	0.0	1.0	0.12329708913	0.87670291087
chr2_58799729_58800607	1.0	1.0	0.00280508181149	0.997194918189
chr11_95976157_95976737	1.0	1.0	0.161953774908	0.838046225092
chr2_144103882_144105644	1.0	0.0	0.501209753802	0.498790246198
chr12_40379176_40379306	0.0	1.0	0.118469513192	0.881530486808
chr22_40228787_40228973	1.0	1.0	0.130134789549	0.869865210451
chr2_174896632_174897390	1.0	1.0	0.127201119285	0.872798880715
chr12_31080177_31080307	0.0	1.0	0.0635006073256	0.936499392674
chr11_5385527_5385657	1.0	0.0	0.825897630576	0.174102369424
chr14_29710885_29713340	1.0	0.0	0.625161369273	0.374838630727
chr1_113798309_113798439	0.0	1.0	0.061136620811	0.938863379189
chr3_138594717_138594956	1.0	0.0	0.777479212845	0.222520787155
chr20_48381625_48382070	1.0	1.0	0.0944315704342	0.905568429566
chr1_211035320_211035533	1.0	1.0	0.0523597297748	0.947640270225
chr1_68363589_68363712	0.0	1.0	0.0339464689836	0.966053531016
chr1_79541347_79549134	1.0	0.0	0.822566047948	0.177433952052
chr10_28965500_28965630	0.0	0.0	0.684848496439	0.315151503561
chr17_38466028_38466158	0.0	0.0	0.891894057119	0.108105942881
chr18_45086735_45086865	0.0	0.0	0.775769990229	0.224230009771
chr19_55996053_55996182	0.0	0.0	0.800761260641	0.199238739359
chr3_13749865_13749995	1.0	1.0	0.151283800152	0.848716199848
chr16_57334202_57334327	0.0	0.0	0.806412292367	0.193587707633
chr12_122833209_122833332	1.0	1.0	0.078215506121	0.921784493879
chr1_118014614_118014743	0.0	0.0	0.851274104361	0.148725895639
chr1_21124501_21124631	0.0	1.0	0.0314280776788	0.968571922321
chr15_70391576_70392613	1.0	0.0	0.675234165629	0.324765834371
chr17_27475765_27476166	1.0	1.0	0.0915844347731	0.908415565227
chr2_217798020_217798150	0.0	1.0	0.259820639262	0.740179360738
chr14_80095739_80097310	1.0	0.0	0.775330757269	0.224669242731
chr11_57200214_57200547	1.0	0.0	0.792644971054	0.207355028946
chr1_31241795_31242280	1.0	1.0	0.351937634203	0.648062365797
chr16_67435763_67435871	1.0	0.0	0.67673601609	0.32326398391
chr2_70979056_70979186	0.0	0.0	0.513429395219	0.486570604781
chr7_1265154_1266318	1.0	1.0	0.00644979160581	0.993550208394
chr2_232527256_232532109	1.0	1.0	0.203048160552	0.796951839448
chr4_124383428_124386454	1.0	1.0	0.0458855620161	0.954114437984
chr20_47803381_47804147	1.0	1.0	0.0325008603425	0.967499139657
chr8_100680409_100681809	1.0	1.0	0.0266799635578	0.973320036442
chr10_114258670_114258800	1.0	1.0	0.00936656662374	0.990633433376
chr9_38038695_38040099	1.0	1.0	0.0684834323531	0.931516567647
chr16_85603305_85603679	1.0	0.0	0.986316498316	0.0136835016835
chr2_187420042_187420288	1.0	0.0	0.882435595257	0.117564404743
chr4_2257218_2257348	0.0	0.0	0.726634068228	0.273365931772
chr16_48912816_48914144	1.0	1.0	0.00644979160581	0.993550208394
chr14_89935615_89935871	1.0	0.0	0.585138472496	0.414861527504
chr3_141579463_141580810	1.0	1.0	0.0257326907624	0.974267309238
chr5_92526066_92527353	1.0	0.0	0.529064241254	0.470935758746
chr15_40719719_40719846	0.0	1.0	0.0386158467269	0.961384153273
chr5_131600830_131602104	1.0	1.0	0.00378468634191	0.996215313658
chr16_80372593_80373755	1.0	0.0	0.574291189041	0.425708810959
chr1_186023252_186023382	1.0	1.0	0.0548795772156	0.945120422784
chr3_49282405_49282535	1.0	1.0	0.371666064845	0.628333935155
chr12_116559277_116559400	1.0	0.0	0.704512928585	0.295487071415
chr9_117250212_117250340	0.0	1.0	0.0836473789692	0.916352621031
chr7_30451835_30451965	0.0	0.0	0.755981739526	0.244018260474
chr9_81471747_81473114	1.0	0.0	0.546610963394	0.453389036606
chrX_53255400_53255525	0.0	0.0	0.821800501257	0.178199498743
chr19_36757480_36757645	1.0	1.0	0.0767617046877	0.923238295312
chr13_30169887_30170017	1.0	1.0	0.053676460811	0.946323539189
chr2_91634974_91635104	0.0	0.0	0.715084133094	0.284915866906
chr10_127350236_127350366	0.0	0.0	0.733993467735	0.266006532265
chr11_16423269_16426037	1.0	0.0	0.781451398748	0.218548601252
chr1_224228877_224229004	0.0	1.0	0.162594267714	0.837405732286
chr10_65290318_65290448	0.0	1.0	0.216400914644	0.783599085356
chr3_157882303_157883963	1.0	0.0	0.630015662988	0.369984337012
chr12_54412238_54415445	1.0	0.0	0.774686911823	0.225313088177
chr13_99955120_99955250	0.0	1.0	0.0859411979911	0.914058802009
chr18_54456734_54456864	0.0	0.0	0.75278878409	0.24721121591
chr7_35412725_35416349	1.0	0.0	0.713672788433	0.286327211567
chr17_17181835_17181965	0.0	0.0	0.758406762715	0.241593237285
chr1_57031472_57031600	0.0	0.0	0.943440359791	0.0565596402091
chr3_185540410_185540540	0.0	1.0	0.101154618418	0.898845381582
chr17_78228476_78228940	1.0	0.0	0.734039471264	0.265960528736
chr1_2574343_2574764	1.0	1.0	0.128721892551	0.871278107449
chr15_65245420_65245827	1.0	1.0	0.0149896503213	0.985010349679
chr17_7311875_7312000	0.0	1.0	0.0720507384417	0.927949261558
chr6_133133566_133133696	1.0	1.0	0.024680219641	0.975319780359
chr4_5982335_5982465	0.0	0.0	0.897393732981	0.102606267019
chr8_78370218_78372418	1.0	0.0	0.766131033797	0.233868966203
chr6_116988703_116988966	1.0	1.0	0.0373408904101	0.96265910959
chr6_119218988_119219366	1.0	0.0	0.866305408285	0.133694591715
chr11_61160617_61160747	0.0	0.0	0.767279336649	0.232720663351
chr15_37652783_37654460	1.0	0.0	0.529094810683	0.470905189317
chr2_5549618_5553025	1.0	0.0	0.686993736555	0.313006263445
chr14_99466200_99467144	1.0	0.0	0.624576929854	0.375423070146
chr16_51189950_51190078	0.0	0.0	0.734536952967	0.265463047033
chr3_171466183_171466313	0.0	0.0	0.922824472816	0.0771755271837
chr10_108756374_108756504	0.0	1.0	0.0286924987415	0.971307501259
chr16_89313669_89314138	1.0	1.0	0.117248860679	0.882751139321
chr19_35559377_35559498	1.0	1.0	0.0317883228899	0.96821167711
chr8_130584178_130584343	1.0	1.0	0.228732064953	0.771267935047
chr16_67679360_67679490	0.0	0.0	0.999154846336	0.000845153664303
chr1_151689386_151689516	1.0	0.0	0.999555555556	0.000444444444444
chr4_23017328_23017458	0.0	1.0	0.0686339939327	0.931366006067
chr17_46560924_46561054	0.0	0.0	0.635875903329	0.364124096671
chr6_84222473_84222600	0.0	0.0	0.729408853871	0.270591146129
chr11_69197125_69197542	1.0	0.0	0.981747318956	0.0182526810435
chrX_101187120_101187245	1.0	1.0	0.308726340803	0.691273659197
chr10_70089154_70089283	0.0	0.0	0.795437903821	0.204562096179
chr6_119491705_119491835	0.0	0.0	0.7564779405	0.2435220595
chr7_153105018_153105427	1.0	0.0	0.63549459462	0.36450540538
chr19_488227_488667	1.0	1.0	0.472541918416	0.527458081584
chr1_164805507_164806794	1.0	0.0	0.508266535514	0.491733464486
chr20_45981476_45981606	0.0	1.0	0.0322460434387	0.967753956561
chr2_121497278_121497400	0.0	1.0	0.26227447742	0.73772552258
chr1_120688163_120688292	0.0	0.0	0.997552046784	0.00244795321637
chr7_113793545_113794562	1.0	0.0	0.643227801071	0.356772198929
chr6_84896251_84896381	0.0	0.0	0.931361928055	0.0686380719449
chr1_1136667_1137146	1.0	1.0	0.123889937057	0.876110062943
chr22_50965723_50965853	0.0	0.0	0.682122233595	0.317877766405
chr6_147205032_147205241	1.0	1.0	0.0101385951732	0.989861404827
chr1_19233280_19233410	0.0	0.0	0.71732736407	0.28267263593
chr4_73260114_73260236	1.0	1.0	0.132806351493	0.867193648507
chr2_12466108_12466238	1.0	0.0	0.915833681316	0.084166318684
chr7_106205973_106206103	0.0	0.0	0.632913581753	0.367086418247
chr9_140278654_140278784	0.0	0.0	0.847452000626	0.152547999374
chr6_43766474_43766976	1.0	1.0	0.0757473117109	0.924252688289
chr1_38835996_38838106	1.0	0.0	0.728125866495	0.271874133505
chr17_7152411_7152541	0.0	0.0	0.834580668936	0.165419331064
chr19_55582625_55582755	1.0	0.0	0.92616350361	0.0738364963903
chr7_137661285_137661695	1.0	1.0	0.294909673642	0.705090326358
chr10_131106522_131108742	1.0	0.0	0.692643086193	0.307356913807
chr2_81709176_81709459	1.0	0.0	0.974786925183	0.0252130748168
chr7_22473549_22473679	0.0	0.0	0.784149482495	0.215850517505
chr19_47776748_47776969	1.0	1.0	0.190095897684	0.809904102316
chr9_81870622_81872224	1.0	0.0	0.582898178969	0.417101821031
chr6_3163246_3163428	1.0	1.0	0.0100293394864	0.989970660514
chr2_146689050_146690099	1.0	0.0	0.566021305513	0.433978694487
chr5_66518350_66518491	1.0	1.0	0.0701087324389	0.929891267561
chr9_84167351_84168176	1.0	0.0	0.605933474511	0.394066525489
chr20_52239995_52240318	1.0	1.0	0.201176705671	0.798823294329
chr16_68413450_68413579	1.0	0.0	0.799582616253	0.200417383747
chr5_92634702_92636476	1.0	1.0	0.436175978885	0.563824021115
chr17_31848235_31848365	0.0	0.0	0.684746488141	0.315253511859
chrX_25018871_25020532	1.0	0.0	0.675395478085	0.324604521915
chr3_107403639_107403769	1.0	1.0	0.238176343894	0.761823656106
chr9_139540778_139541198	1.0	0.0	0.888897310482	0.111102689518
chr7_112784153_112784281	0.0	0.0	0.6583263308	0.3416736692
chr15_36720333_36720777	1.0	0.0	0.532269620527	0.467730379473
chr8_28921635_28921765	0.0	0.0	0.787151296209	0.212848703791
chr1_173447359_173447668	1.0	1.0	0.122500624421	0.877499375579
chr9_33446973_33447103	0.0	0.0	0.907506325608	0.0924936743917
chr2_236962599_236964857	1.0	0.0	0.734709440313	0.265290559687
chr10_103540180_103541030	1.0	1.0	0.0753126503505	0.92468734965
chr15_64132001_64132131	0.0	1.0	0.0889822847411	0.911017715259
chrX_40403424_40403554	0.0	0.0	0.732286432258	0.267713567742
chr2_85997467_86001005	1.0	1.0	0.0092900902309	0.990709909769
chr5_1005264_1005391	0.0	1.0	0.177455417307	0.822544582693
chrX_6147043_6147173	0.0	1.0	0.0558413070455	0.944158692955
chr16_52446050_52447237	1.0	0.0	0.638835795139	0.361164204861
chr13_73081447_73083754	1.0	0.0	0.961299923601	0.0387000763986
chr3_126614167_126614293	0.0	1.0	0.384343624323	0.615656375677
chr7_63808753_63808883	0.0	1.0	0.128367513697	0.871632486303
chr22_28238313_28239718	1.0	0.0	0.614639754277	0.385360245723
chr3_194282072_194282200	0.0	1.0	0.0310061255007	0.968993874499
chr18_31804038_31804160	0.0	1.0	0.113374377905	0.886625622095
chr13_99717262_99717385	0.0	0.0	0.873063866973	0.126936133027
chr4_6732429_6732641	1.0	1.0	0.138568958583	0.861431041417
chr17_56411173_56411562	1.0	1.0	0.0336667055736	0.966333294426
chr17_17412800_17412927	0.0	0.0	0.998547619048	0.00145238095238
chr2_172955879_172957052	1.0	0.0	0.753014461848	0.246985538152
chr3_15317000_15317127	0.0	1.0	0.0918148676223	0.908185132378
chr3_114433184_114435415	1.0	0.0	0.58941182205	0.41058817795
chr14_59737524_59737654	0.0	0.0	0.929603921392	0.0703960786084
chr5_92141511_92143537	1.0	0.0	0.692648087843	0.307351912157
chr19_31182235_31182365	0.0	0.0	0.737422039164	0.262577960836
chr22_29336127_29336257	0.0	0.0	0.715595525714	0.284404474286
chr1_88535719_88538390	1.0	0.0	0.625619335834	0.374380664166
chr1_204475856_204475986	0.0	1.0	0.0851864669143	0.914813533086
chr15_82339167_82339811	1.0	1.0	0.194097952576	0.805902047424
chr1_228555070_228555200	0.0	0.0	0.702691236858	0.297308763142
chrX_108915607_108915737	1.0	1.0	0.379935128637	0.620064871363
chr9_34663099_34663224	1.0	0.0	0.998803418803	0.00119658119658
chr20_39334182_39335059	1.0	0.0	0.577521901809	0.422478098191
chr2_37178336_37178466	0.0	0.0	0.932672818247	0.067327181753
chr11_16316207_16317562	1.0	0.0	0.645837475597	0.354162524403
chr9_140051475_140051600	1.0	1.0	0.00525268480192	0.994747315198
chrX_129231845_129231966	1.0	1.0	0.0207719616784	0.979228038322
chr11_44289927_44293764	1.0	0.0	0.704386586962	0.295613413038
chr17_40464466_40464885	1.0	0.0	0.997099326599	0.00290067340067
chr8_124248679_124249062	1.0	0.0	0.747037269657	0.252962730343
chr4_126439832_126442014	1.0	0.0	0.741735657563	0.258264342437
chr17_64724704_64724834	0.0	1.0	0.230105876111	0.769894123889
chr2_183896525_183896655	0.0	0.0	0.668462564904	0.331537435096
chr22_27028638_27029036	1.0	0.0	0.822150233283	0.177849766717
chr3_173114229_173114357	0.0	1.0	0.148908327268	0.851091672732
chr7_101384368_101384498	1.0	1.0	0.0775130955293	0.922486904471
chr8_126201015_126201140	0.0	1.0	0.0246603637498	0.97533963625
chr11_44747849_44747979	1.0	1.0	0.108863027105	0.891136972895
chr18_45087290_45088074	1.0	0.0	0.537980932898	0.462019067102
chr2_237071364_237071848	1.0	0.0	0.533424691786	0.466575308214
chr11_12865332_12868546	1.0	0.0	0.776575758968	0.223424241032
chr19_954903_955312	1.0	0.0	0.999629251701	0.00037074829932
chr1_197897727_197897857	0.0	0.0	0.842971220621	0.157028779379
chr1_12493313_12493712	1.0	0.0	0.842474067912	0.157525932088
chr7_106103143_106103265	1.0	1.0	0.36591435443	0.63408564557
chr4_113442390_113443530	1.0	0.0	0.769244390049	0.230755609951
chr2_37643870_37645460	1.0	0.0	0.722252746153	0.277747253847
chr6_36409257_36409482	1.0	1.0	0.2208995027	0.7791004973
chr17_32201845_32202055	1.0	0.0	0.964263259933	0.0357367400673
chr2_170736615_170736745	0.0	1.0	0.0864214742163	0.913578525784
chr2_234360619_234360749	0.0	0.0	0.807796547456	0.192203452544
chr10_99996690_99996820	0.0	1.0	0.199002863159	0.800997136841
chr19_53444729_53445104	1.0	0.0	0.91659586345	0.0834041365497
chr1_182118262_182118388	0.0	1.0	0.0390696995078	0.960930300492
chr12_860254_860664	1.0	0.0	0.883404823872	0.116595176128
chr1_117236860_117236986	1.0	1.0	0.326829192089	0.673170807911
chr2_55364745_55364874	0.0	1.0	0.0251417028857	0.974858297114
chr19_13262107_13262928	1.0	0.0	0.971073608603	0.0289263913972
chr6_157342507_157343524	1.0	0.0	0.72594366511	0.27405633489
chr15_88170283_88170413	0.0	1.0	0.192424668147	0.807575331853
chr5_122703937_122704067	0.0	1.0	0.00320796154045	0.99679203846
chr15_92887437_92887567	0.0	0.0	0.886141321502	0.113858678498
chr2_145310939_145311069	1.0	1.0	0.0700995892382	0.929900410762
chr7_135742628_135745716	1.0	0.0	0.760413266574	0.239586733426
chr9_75093123_75093253	0.0	0.0	0.723146162741	0.276853837259
chr1_16402800_16402922	0.0	0.0	0.864870392518	0.135129607482
chr3_6573697_6574039	1.0	0.0	0.766621433923	0.233378566077
chr2_145116388_145116823	1.0	0.0	0.770519799143	0.229480200857
chr8_17028475_17028600	0.0	1.0	0.160800265205	0.839199734795
chr2_113445204_113445330	0.0	0.0	0.875960546949	0.124039453051
chr7_13450920_13451719	1.0	0.0	0.507962458471	0.492037541529
chr3_128734800_128734929	1.0	0.0	0.676369029215	0.323630970785
chr19_2061356_2061737	1.0	0.0	0.912941857571	0.0870581424287
chr12_45691894_45692024	0.0	1.0	0.0284523486412	0.971547651359
chr16_33509690_33509798	1.0	1.0	0.149603931797	0.850396068203
chr3_107148200_107148323	0.0	0.0	0.757638503147	0.242361496853
chr19_14606712_14606837	0.0	1.0	0.0806599414186	0.919340058581
chr15_96899473_96899600	0.0	0.0	0.896107695549	0.103892304451
chr14_23584535_23584665	0.0	0.0	0.767863234565	0.232136765435
chr13_24528296_24528692	1.0	0.0	0.997159166231	0.00284083376941
chr14_36973775_36974585	1.0	0.0	0.532175159533	0.467824840467
chr7_114142132_114143527	1.0	0.0	0.716532305103	0.283467694897
chr19_6060958_6061480	1.0	0.0	0.923194158547	0.0768058414533
chr18_65183583_65183713	0.0	0.0	0.73756731509	0.26243268491
chr11_9801858_9801988	0.0	0.0	0.558747678515	0.441252321485
chr6_145091860_145091990	0.0	0.0	0.803285203504	0.196714796496
chr2_63275695_63277103	1.0	0.0	0.524274360499	0.475725639501
chr10_80295449_80297087	1.0	0.0	0.760001455142	0.239998544858
chr16_85648720_85648939	1.0	0.0	0.848055058155	0.151944941845
chr17_32077519_32078677	1.0	0.0	0.756498102045	0.243501897955
chr11_20122226_20122356	1.0	1.0	0.389463278107	0.610536721893
chr3_5065036_5065378	1.0	1.0	0.148380775639	0.851619224361
chr2_158576055_158576185	0.0	1.0	0.0159682417607	0.984031758239
chr20_36007590_36007925	1.0	0.0	0.837704459056	0.162295540944
chr1_160406895_160407025	1.0	1.0	0.0896182109499	0.91038178905
chr3_183079075_183079309	1.0	0.0	0.966718836561	0.0332811634389
chr4_79642197_79642457	1.0	1.0	0.214883269766	0.785116730234
chr19_1855247_1855761	1.0	1.0	0.314094925072	0.685905074928
chr2_172936519_172938249	1.0	0.0	0.620004823174	0.379995176826
chr1_76080253_76080383	0.0	0.0	0.91343440904	0.0865655909602
chr1_212704746_212707293	1.0	1.0	0.0712882777507	0.928711722249
chr1_10075894_10076024	1.0	0.0	0.828634704961	0.171365295039
chr19_53426305_53426488	1.0	1.0	0.0811858359849	0.918814164015
chr9_140335960_140336090	0.0	1.0	0.358519435825	0.641480564175
chr10_119725799_119727161	1.0	1.0	0.018612188447	0.981387811553
chr9_128366024_128366154	0.0	0.0	0.741425882202	0.258574117798
chr12_100452055_100452185	0.0	1.0	0.289778272708	0.710221727292
chr19_42784527_42784991	1.0	1.0	0.114620499651	0.885379500349
chr20_56948200_56948326	0.0	0.0	0.834624203976	0.165375796024
chr8_142426003_142426250	1.0	0.0	0.978763948576	0.0212360514243
chr11_75758037_75760619	1.0	0.0	0.585677804361	0.414322195639
chr17_45368528_45369514	1.0	1.0	0.0107851568561	0.989214843144
chr4_77725000_77725124	0.0	1.0	0.122002241475	0.877997758525
chr5_140875639_140876085	1.0	1.0	0.0092614881628	0.990738511837
chr1_194828218_194828283	1.0	0.0	0.76688794693	0.23311205307
chr12_25099512_25100288	1.0	1.0	0.329209757185	0.670790242815
chr4_38530760_38531092	1.0	1.0	0.0376342886895	0.962365711311
chr8_38385035_38385165	0.0	1.0	0.371579239059	0.628420760941
chr11_43827104_43827234	0.0	0.0	0.722285431247	0.277714568753
chr11_12834347_12834477	0.0	0.0	0.757710390869	0.242289609131
chr1_21262590_21262720	0.0	1.0	0.201288616627	0.798711383373
chr11_65420425_65420654	1.0	0.0	0.996310519777	0.00368948022258
chr2_112811776_112811937	1.0	1.0	0.0240198176449	0.975980182355
chr4_123822236_123822366	1.0	1.0	0.2160472819	0.7839527181
chr5_34587608_34588326	1.0	1.0	0.0724282233918	0.927571776608
chr18_8142244_8142374	1.0	0.0	0.792629801627	0.207370198373
chr6_110522824_110522954	0.0	1.0	0.135945944951	0.864054055049
chr14_34529400_34529785	1.0	0.0	0.827941860099	0.172058139901
chr17_2081998_2084289	1.0	0.0	0.698086411929	0.301913588071
chr22_32291389_32291694	1.0	0.0	0.811079350657	0.188920649343
chr11_68924761_68925032	1.0	0.0	0.787807275038	0.212192724962
chr15_67095524_67095803	1.0	1.0	0.184833127408	0.815166872592
chr9_84946893_84948036	1.0	0.0	0.552224606151	0.447775393849
chr3_136982707_136984175	1.0	0.0	0.571758064154	0.428241935846
chr22_41300251_41300381	0.0	0.0	0.731681191652	0.268318808348
chr5_134769599_134772144	1.0	0.0	0.781550170107	0.218449829893
chr2_69105473_69105600	1.0	1.0	0.23923961037	0.76076038963
chr13_108503880_108504176	1.0	1.0	0.165575914166	0.834424085834
chr6_100676865_100677032	1.0	1.0	0.106110137291	0.893889862709
chr9_133540555_133541228	1.0	0.0	0.507535631091	0.492464368909
chr11_120111278_120111400	0.0	0.0	0.883961564172	0.116038435828
